pump_combination                                                                                  , target_q, prevalence, power , pump      , speed , q  , pump_power
"{""grundfos_0"": 2467.0, ""grundfos_1"": 2480.0, ""grundfos_3"": 2467.0}"                        ,      563,      64.0 , 141.67, grundfos_1, 2462.0, 138,      34.91
"{""grundfos_0"": 2467.0, ""grundfos_1"": 2480.0, ""grundfos_3"": 2467.0}"                        ,      563,      64.0 , 141.67, grundfos_1, 2480.0, 145,      36.2
"{""grundfos_0"": 2467.0, ""grundfos_1"": 2480.0, ""grundfos_3"": 2467.0}"                        ,      563,      64.0 , 141.67, grundfos_3, 2467.0, 140,      35.28
"{""grundfos_0"": 2445.0, ""grundfos_2"": 2436.0, ""grundfos_3"": 2445.0}"                        ,      509,      64.0 , 131.89, grundfos_0, 2445.0, 131,      33.64
"{""grundfos_0"": 2445.0, ""grundfos_2"": 2436.0, ""grundfos_3"": 2445.0}"                        ,      509,      64.0 , 131.89, grundfos_2, 2421.0, 120,      31.69
"{""grundfos_0"": 2445.0, ""grundfos_2"": 2436.0, ""grundfos_3"": 2445.0}"                        ,      509,      64.0 , 131.89, grundfos_2, 2436.0, 127,      32.92
"{""grundfos_0"": 2445.0, ""grundfos_2"": 2436.0, ""grundfos_3"": 2445.0}"                        ,      509,      64.0 , 131.89, grundfos_3, 2445.0, 131,      33.64
"{""grundfos_0"": 2966.0, ""grundfos_1"": 2966.0, ""grundfos_2"": 2971.0, ""grundfos_3"": 2971.0}",     1062,      64.65, 267.04, grundfos_0, 2966.0, 265,      66.6
"{""grundfos_0"": 2966.0, ""grundfos_1"": 2966.0, ""grundfos_2"": 2971.0, ""grundfos_3"": 2971.0}",     1062,      64.65, 267.04, grundfos_1, 2966.0, 265,      66.6
"{""grundfos_0"": 2966.0, ""grundfos_1"": 2966.0, ""grundfos_2"": 2971.0, ""grundfos_3"": 2971.0}",     1062,      64.65, 267.04, grundfos_2, 2971.0, 266,      66.92
"{""grundfos_0"": 2966.0, ""grundfos_1"": 2966.0, ""grundfos_2"": 2971.0, ""grundfos_3"": 2971.0}",     1062,      64.65, 267.04, grundfos_3, 2971.0, 266,      66.92
"{""grundfos_0"": 2898.0, ""grundfos_1"": 2898.0, ""grundfos_2"": 2898.0, ""grundfos_3"": 2898.0}",     1012,      64.04, 249.08, grundfos_0, 2898.0, 253,      62.27
"{""grundfos_0"": 2898.0, ""grundfos_1"": 2898.0, ""grundfos_2"": 2898.0, ""grundfos_3"": 2898.0}",     1012,      64.04, 249.08, grundfos_1, 2898.0, 253,      62.27
"{""grundfos_0"": 2898.0, ""grundfos_1"": 2898.0, ""grundfos_2"": 2898.0, ""grundfos_3"": 2898.0}",     1012,      64.04, 249.08, grundfos_2, 2898.0, 253,      62.27
"{""grundfos_0"": 2898.0, ""grundfos_1"": 2898.0, ""grundfos_2"": 2898.0, ""grundfos_3"": 2898.0}",     1012,      64.04, 249.08, grundfos_3, 2898.0, 253,      62.27
"{""grundfos_0"": 2391.0, ""grundfos_1"": 2391.0, ""grundfos_2"": 2386.0, ""grundfos_3"": 2409.0}",      423,      64.0 , 117.0 , grundfos_0, 2391.0, 104,      28.95
"{""grundfos_0"": 2391.0, ""grundfos_1"": 2391.0, ""grundfos_2"": 2386.0, ""grundfos_3"": 2409.0}",      423,      64.0 , 117.0 , grundfos_1, 2391.0, 104,      28.95
"{""grundfos_0"": 2391.0, ""grundfos_1"": 2391.0, ""grundfos_2"": 2386.0, ""grundfos_3"": 2409.0}",      423,      64.0 , 117.0 , grundfos_2, 2386.0, 101,      28.45
"{""grundfos_0"": 2391.0, ""grundfos_1"": 2391.0, ""grundfos_2"": 2386.0, ""grundfos_3"": 2409.0}",      423,      64.0 , 117.0 , grundfos_3, 2409.0, 114,      30.65
"{""grundfos_0"": 2690.0, ""grundfos_1"": 2690.0, ""grundfos_2"": 2690.0}"                        ,      823,      64.0 , 196.59, grundfos_0, 2690.0, 207,      49.45
"{""grundfos_0"": 2690.0, ""grundfos_1"": 2690.0, ""grundfos_2"": 2690.0}"                        ,      823,      64.0 , 196.59, grundfos_1, 2670.0, 202,      48.24
"{""grundfos_0"": 2690.0, ""grundfos_1"": 2690.0, ""grundfos_2"": 2690.0}"                        ,      823,      64.0 , 196.59, grundfos_1, 2690.0, 207,      49.45
"{""grundfos_0"": 2690.0, ""grundfos_1"": 2690.0, ""grundfos_2"": 2690.0}"                        ,      823,      64.0 , 196.59, grundfos_2, 2690.0, 207,      49.45
"{""grundfos_1"": 2520.0, ""grundfos_2"": 2523.0, ""grundfos_3"": 2526.0}"                        ,      639,      64.02, 156.2 , grundfos_1, 2520.0, 159,      38.9
"{""grundfos_1"": 2520.0, ""grundfos_2"": 2523.0, ""grundfos_3"": 2526.0}"                        ,      639,      64.02, 156.2 , grundfos_2, 2520.0, 159,      38.9
"{""grundfos_1"": 2520.0, ""grundfos_2"": 2523.0, ""grundfos_3"": 2526.0}"                        ,      639,      64.02, 156.2 , grundfos_2, 2523.0, 160,      39.1
"{""grundfos_1"": 2520.0, ""grundfos_2"": 2523.0, ""grundfos_3"": 2526.0}"                        ,      639,      64.02, 156.2 , grundfos_3, 2526.0, 161,      39.3
"{""grundfos_0"": 2457.0, ""grundfos_1"": 2480.0, ""grundfos_2"": 2457.0, ""grundfos_3"": 2457.0}",      553,      64.0 , 139.82, grundfos_0, 2457.0, 136,      34.54
"{""grundfos_0"": 2457.0, ""grundfos_1"": 2480.0, ""grundfos_2"": 2457.0, ""grundfos_3"": 2457.0}",      553,      64.0 , 139.82, grundfos_1, 2480.0, 145,      36.2
"{""grundfos_0"": 2457.0, ""grundfos_1"": 2480.0, ""grundfos_2"": 2457.0, ""grundfos_3"": 2457.0}",      553,      64.0 , 139.82, grundfos_2, 2457.0, 136,      34.54
"{""grundfos_0"": 2457.0, ""grundfos_1"": 2480.0, ""grundfos_2"": 2457.0, ""grundfos_3"": 2457.0}",      553,      64.0 , 139.82, grundfos_3, 2457.0, 136,      34.54
"{""grundfos_1"": 2341.0, ""grundfos_2"": 2340.0, ""grundfos_3"": 2341.0}"                        ,      258,      64.02,  91.08, grundfos_1, 2340.0,  64,      22.7
"{""grundfos_1"": 2341.0, ""grundfos_2"": 2340.0, ""grundfos_3"": 2341.0}"                        ,      258,      64.02,  91.08, grundfos_1, 2341.0,  65,      22.84
"{""grundfos_1"": 2341.0, ""grundfos_2"": 2340.0, ""grundfos_3"": 2341.0}"                        ,      258,      64.02,  91.08, grundfos_2, 2340.0,  64,      22.7
"{""grundfos_1"": 2341.0, ""grundfos_2"": 2340.0, ""grundfos_3"": 2341.0}"                        ,      258,      64.02,  91.08, grundfos_3, 2341.0,  65,      22.84
"{""grundfos_1"": 2400.0, ""grundfos_2"": 2388.0, ""grundfos_3"": 2388.0}"                        ,      415,      64.02, 115.66, grundfos_1, 2388.0, 102,      28.62
"{""grundfos_1"": 2400.0, ""grundfos_2"": 2388.0, ""grundfos_3"": 2388.0}"                        ,      415,      64.02, 115.66, grundfos_1, 2400.0, 109,      29.8
"{""grundfos_1"": 2400.0, ""grundfos_2"": 2388.0, ""grundfos_3"": 2388.0}"                        ,      415,      64.02, 115.66, grundfos_2, 2388.0, 102,      28.62
"{""grundfos_1"": 2400.0, ""grundfos_2"": 2388.0, ""grundfos_3"": 2388.0}"                        ,      415,      64.02, 115.66, grundfos_3, 2388.0, 102,      28.62
"{""grundfos_0"": 2898.0, ""grundfos_1"": 2898.0, ""grundfos_2"": 2903.0}"                        ,     1013,      64.04, 249.39, grundfos_0, 2898.0, 253,      62.27
"{""grundfos_0"": 2898.0, ""grundfos_1"": 2898.0, ""grundfos_2"": 2903.0}"                        ,     1013,      64.04, 249.39, grundfos_1, 2898.0, 253,      62.27
"{""grundfos_0"": 2898.0, ""grundfos_1"": 2898.0, ""grundfos_2"": 2903.0}"                        ,     1013,      64.04, 249.39, grundfos_2, 2898.0, 253,      62.27
"{""grundfos_0"": 2898.0, ""grundfos_1"": 2898.0, ""grundfos_2"": 2903.0}"                        ,     1013,      64.04, 249.39, grundfos_2, 2903.0, 254,      62.58
"{""grundfos_1"": 2535.0, ""grundfos_2"": 2581.0, ""grundfos_3"": 2602.0}"                        ,      704,      64.0 , 169.56, grundfos_1, 2535.0, 164,      39.89
"{""grundfos_1"": 2535.0, ""grundfos_2"": 2581.0, ""grundfos_3"": 2602.0}"                        ,      704,      64.0 , 169.56, grundfos_2, 2581.0, 178,      42.79
"{""grundfos_1"": 2535.0, ""grundfos_2"": 2581.0, ""grundfos_3"": 2602.0}"                        ,      704,      64.0 , 169.56, grundfos_3, 2581.0, 178,      42.79
"{""grundfos_1"": 2535.0, ""grundfos_2"": 2581.0, ""grundfos_3"": 2602.0}"                        ,      704,      64.0 , 169.56, grundfos_3, 2602.0, 184,      44.09
"{""grundfos_0"": 2423.0, ""grundfos_2"": 2411.0, ""grundfos_3"": 2411.0}"                        ,      466,      64.0 , 124.32, grundfos_0, 2411.0, 115,      30.82
"{""grundfos_0"": 2423.0, ""grundfos_2"": 2411.0, ""grundfos_3"": 2411.0}"                        ,      466,      64.0 , 124.32, grundfos_0, 2423.0, 121,      31.86
"{""grundfos_0"": 2423.0, ""grundfos_2"": 2411.0, ""grundfos_3"": 2411.0}"                        ,      466,      64.0 , 124.32, grundfos_2, 2411.0, 115,      30.82
"{""grundfos_0"": 2423.0, ""grundfos_2"": 2411.0, ""grundfos_3"": 2411.0}"                        ,      466,      64.0 , 124.32, grundfos_3, 2411.0, 115,      30.82
"{""grundfos_0"": 2374.0, ""grundfos_1"": 2374.0, ""grundfos_3"": 2363.0}"                        ,      356,      64.01, 105.98, grundfos_0, 2363.0,  85,      25.85
"{""grundfos_0"": 2374.0, ""grundfos_1"": 2374.0, ""grundfos_3"": 2363.0}"                        ,      356,      64.01, 105.98, grundfos_0, 2374.0,  93,      27.14
"{""grundfos_0"": 2374.0, ""grundfos_1"": 2374.0, ""grundfos_3"": 2363.0}"                        ,      356,      64.01, 105.98, grundfos_1, 2374.0,  93,      27.14
"{""grundfos_0"": 2374.0, ""grundfos_1"": 2374.0, ""grundfos_3"": 2363.0}"                        ,      356,      64.01, 105.98, grundfos_3, 2363.0,  85,      25.85
"{""grundfos_0"": 2292.0, ""grundfos_1"": 2292.0, ""grundfos_2"": 2292.0, ""grundfos_3"": 2292.0}",        8,      64.02,  65.24, grundfos_0, 2292.0,   2,      16.31
"{""grundfos_0"": 2292.0, ""grundfos_1"": 2292.0, ""grundfos_2"": 2292.0, ""grundfos_3"": 2292.0}",        8,      64.02,  65.24, grundfos_1, 2292.0,   2,      16.31
"{""grundfos_0"": 2292.0, ""grundfos_1"": 2292.0, ""grundfos_2"": 2292.0, ""grundfos_3"": 2292.0}",        8,      64.02,  65.24, grundfos_2, 2292.0,   2,      16.31
"{""grundfos_0"": 2292.0, ""grundfos_1"": 2292.0, ""grundfos_2"": 2292.0, ""grundfos_3"": 2292.0}",        8,      64.02,  65.24, grundfos_3, 2292.0,   2,      16.31
"{""grundfos_1"": 2302.0, ""grundfos_2"": 2310.0}"                                                ,       67,      64.0 ,  69.67, grundfos_1, 2299.0,  11,      16.95
"{""grundfos_1"": 2302.0, ""grundfos_2"": 2310.0}"                                                ,       67,      64.0 ,  69.67, grundfos_1, 2302.0,  15,      17.26
"{""grundfos_1"": 2302.0, ""grundfos_2"": 2310.0}"                                                ,       67,      64.0 ,  69.67, grundfos_2, 2302.0,  15,      17.26
"{""grundfos_1"": 2302.0, ""grundfos_2"": 2310.0}"                                                ,       67,      64.0 ,  69.67, grundfos_2, 2310.0,  26,      18.2
"{""grundfos_0"": 2678.0, ""grundfos_1"": 2674.0, ""grundfos_2"": 2639.0}"                        ,      795,      64.01, 189.9 , grundfos_0, 2639.0, 194,      46.35
"{""grundfos_0"": 2678.0, ""grundfos_1"": 2674.0, ""grundfos_2"": 2639.0}"                        ,      795,      64.01, 189.9 , grundfos_0, 2678.0, 204,      48.72
"{""grundfos_0"": 2678.0, ""grundfos_1"": 2674.0, ""grundfos_2"": 2639.0}"                        ,      795,      64.01, 189.9 , grundfos_1, 2674.0, 203,      48.48
"{""grundfos_0"": 2678.0, ""grundfos_1"": 2674.0, ""grundfos_2"": 2639.0}"                        ,      795,      64.01, 189.9 , grundfos_2, 2639.0, 194,      46.35
"{""grundfos_1"": 2337.0, ""grundfos_2"": 2331.0, ""grundfos_3"": 2331.0}"                        ,      218,      64.01,  85.65, grundfos_1, 2327.0,  49,      20.7
"{""grundfos_1"": 2337.0, ""grundfos_2"": 2331.0, ""grundfos_3"": 2331.0}"                        ,      218,      64.01,  85.65, grundfos_1, 2337.0,  61,      22.27
"{""grundfos_1"": 2337.0, ""grundfos_2"": 2331.0, ""grundfos_3"": 2331.0}"                        ,      218,      64.01,  85.65, grundfos_2, 2331.0,  54,      21.34
"{""grundfos_1"": 2337.0, ""grundfos_2"": 2331.0, ""grundfos_3"": 2331.0}"                        ,      218,      64.01,  85.65, grundfos_3, 2331.0,  54,      21.34
"{""grundfos_0"": 2421.0, ""grundfos_2"": 2445.0}"                                                ,      486,      64.0 , 127.84, grundfos_0, 2409.0, 114,      30.65
"{""grundfos_0"": 2421.0, ""grundfos_2"": 2445.0}"                                                ,      486,      64.0 , 127.84, grundfos_0, 2421.0, 120,      31.69
"{""grundfos_0"": 2421.0, ""grundfos_2"": 2445.0}"                                                ,      486,      64.0 , 127.84, grundfos_2, 2423.0, 121,      31.86
"{""grundfos_0"": 2421.0, ""grundfos_2"": 2445.0}"                                                ,      486,      64.0 , 127.84, grundfos_2, 2445.0, 131,      33.64
"{""grundfos_0"": 2798.0, ""grundfos_1"": 2798.0, ""grundfos_2"": 2798.0}"                        ,      922,      64.0 , 222.54, grundfos_0, 2771.0, 226,      54.39
"{""grundfos_0"": 2798.0, ""grundfos_1"": 2798.0, ""grundfos_2"": 2798.0}"                        ,      922,      64.0 , 222.54, grundfos_0, 2798.0, 232,      56.05
"{""grundfos_0"": 2798.0, ""grundfos_1"": 2798.0, ""grundfos_2"": 2798.0}"                        ,      922,      64.0 , 222.54, grundfos_1, 2798.0, 232,      56.05
"{""grundfos_0"": 2798.0, ""grundfos_1"": 2798.0, ""grundfos_2"": 2798.0}"                        ,      922,      64.0 , 222.54, grundfos_2, 2798.0, 232,      56.05
"{""grundfos_0"": 2908.0, ""grundfos_1"": 2908.0, ""grundfos_2"": 2903.0}"                        ,     1010,      64.04, 248.5 , grundfos_0, 2864.0, 246,      60.14
"{""grundfos_0"": 2908.0, ""grundfos_1"": 2908.0, ""grundfos_2"": 2903.0}"                        ,     1010,      64.04, 248.5 , grundfos_0, 2908.0, 255,      62.89
"{""grundfos_0"": 2908.0, ""grundfos_1"": 2908.0, ""grundfos_2"": 2903.0}"                        ,     1010,      64.04, 248.5 , grundfos_1, 2908.0, 255,      62.89
"{""grundfos_0"": 2908.0, ""grundfos_1"": 2908.0, ""grundfos_2"": 2903.0}"                        ,     1010,      64.04, 248.5 , grundfos_2, 2903.0, 254,      62.58
{}                                                                                                ,     1089,           ,       ,           ,       ,    ,        
"{""grundfos_0"": 2571.0, ""grundfos_1"": 2571.0, ""grundfos_2"": 2571.0, ""grundfos_3"": 2571.0}",      700,      64.02, 168.64, grundfos_0, 2571.0, 175,      42.16
"{""grundfos_0"": 2571.0, ""grundfos_1"": 2571.0, ""grundfos_2"": 2571.0, ""grundfos_3"": 2571.0}",      700,      64.02, 168.64, grundfos_1, 2571.0, 175,      42.16
"{""grundfos_0"": 2571.0, ""grundfos_1"": 2571.0, ""grundfos_2"": 2571.0, ""grundfos_3"": 2571.0}",      700,      64.02, 168.64, grundfos_2, 2571.0, 175,      42.16
"{""grundfos_0"": 2571.0, ""grundfos_1"": 2571.0, ""grundfos_2"": 2571.0, ""grundfos_3"": 2571.0}",      700,      64.02, 168.64, grundfos_3, 2571.0, 175,      42.16
"{""grundfos_0"": 2674.0, ""grundfos_1"": 2674.0}"                                                ,      794,      64.01, 189.66, grundfos_0, 2639.0, 194,      46.35
"{""grundfos_0"": 2674.0, ""grundfos_1"": 2674.0}"                                                ,      794,      64.01, 189.66, grundfos_0, 2674.0, 203,      48.48
"{""grundfos_0"": 2674.0, ""grundfos_1"": 2674.0}"                                                ,      794,      64.01, 189.66, grundfos_1, 2639.0, 194,      46.35
"{""grundfos_0"": 2674.0, ""grundfos_1"": 2674.0}"                                                ,      794,      64.01, 189.66, grundfos_1, 2674.0, 203,      48.48
"{""grundfos_0"": 2349.0, ""grundfos_1"": 2349.0, ""grundfos_2"": 2349.0, ""grundfos_3"": 2349.0}",      292,      64.02,  96.04, grundfos_0, 2349.0,  73,      24.01
"{""grundfos_0"": 2349.0, ""grundfos_1"": 2349.0, ""grundfos_2"": 2349.0, ""grundfos_3"": 2349.0}",      292,      64.02,  96.04, grundfos_1, 2349.0,  73,      24.01
"{""grundfos_0"": 2349.0, ""grundfos_1"": 2349.0, ""grundfos_2"": 2349.0, ""grundfos_3"": 2349.0}",      292,      64.02,  96.04, grundfos_2, 2349.0,  73,      24.01
"{""grundfos_0"": 2349.0, ""grundfos_1"": 2349.0, ""grundfos_2"": 2349.0, ""grundfos_3"": 2349.0}",      292,      64.02,  96.04, grundfos_3, 2349.0,  73,      24.01
"{""grundfos_0"": 2398.0, ""grundfos_3"": 2409.0}"                                                ,      434,      64.0 , 118.86, grundfos_0, 2398.0, 108,      29.63
"{""grundfos_0"": 2398.0, ""grundfos_3"": 2409.0}"                                                ,      434,      64.0 , 118.86, grundfos_3, 2391.0, 104,      28.95
"{""grundfos_0"": 2398.0, ""grundfos_3"": 2409.0}"                                                ,      434,      64.0 , 118.86, grundfos_3, 2398.0, 108,      29.63
"{""grundfos_0"": 2398.0, ""grundfos_3"": 2409.0}"                                                ,      434,      64.0 , 118.86, grundfos_3, 2409.0, 114,      30.65
"{""grundfos_0"": 2467.0, ""grundfos_1"": 2467.0, ""grundfos_2"": 2467.0, ""grundfos_3"": 2467.0}",      560,      64.0 , 141.12, grundfos_0, 2467.0, 140,      35.28
"{""grundfos_0"": 2467.0, ""grundfos_1"": 2467.0, ""grundfos_2"": 2467.0, ""grundfos_3"": 2467.0}",      560,      64.0 , 141.12, grundfos_1, 2467.0, 140,      35.28
"{""grundfos_0"": 2467.0, ""grundfos_1"": 2467.0, ""grundfos_2"": 2467.0, ""grundfos_3"": 2467.0}",      560,      64.0 , 141.12, grundfos_2, 2467.0, 140,      35.28
"{""grundfos_0"": 2467.0, ""grundfos_1"": 2467.0, ""grundfos_2"": 2467.0, ""grundfos_3"": 2467.0}",      560,      64.0 , 141.12, grundfos_3, 2467.0, 140,      35.28
"{""grundfos_0"": 2666.0, ""grundfos_1"": 2662.0, ""grundfos_2"": 2670.0, ""grundfos_3"": 2662.0}",      803,      64.0 , 191.74, grundfos_0, 2666.0, 201,      48.0
"{""grundfos_0"": 2666.0, ""grundfos_1"": 2662.0, ""grundfos_2"": 2670.0, ""grundfos_3"": 2662.0}",      803,      64.0 , 191.74, grundfos_1, 2662.0, 200,      47.75
"{""grundfos_0"": 2666.0, ""grundfos_1"": 2662.0, ""grundfos_2"": 2670.0, ""grundfos_3"": 2662.0}",      803,      64.0 , 191.74, grundfos_2, 2670.0, 202,      48.24
"{""grundfos_0"": 2666.0, ""grundfos_1"": 2662.0, ""grundfos_2"": 2670.0, ""grundfos_3"": 2662.0}",      803,      64.0 , 191.74, grundfos_3, 2662.0, 200,      47.75
{}                                                                                                ,     1111,           ,       ,           ,       ,    ,        
"{""grundfos_0"": 2686.0, ""grundfos_1"": 2719.0, ""grundfos_2"": 2686.0}"                        ,      831,      64.0 , 198.61, grundfos_0, 2682.0, 205,      48.97
"{""grundfos_0"": 2686.0, ""grundfos_1"": 2719.0, ""grundfos_2"": 2686.0}"                        ,      831,      64.0 , 198.61, grundfos_0, 2686.0, 206,      49.21
"{""grundfos_0"": 2686.0, ""grundfos_1"": 2719.0, ""grundfos_2"": 2686.0}"                        ,      831,      64.0 , 198.61, grundfos_1, 2719.0, 214,      51.22
"{""grundfos_0"": 2686.0, ""grundfos_1"": 2719.0, ""grundfos_2"": 2686.0}"                        ,      831,      64.0 , 198.61, grundfos_2, 2686.0, 206,      49.21
"{""grundfos_0"": 2864.0, ""grundfos_1"": 2908.0, ""grundfos_3"": 2864.0}"                        ,     1001,      64.04, 245.75, grundfos_0, 2864.0, 246,      60.14
"{""grundfos_0"": 2864.0, ""grundfos_1"": 2908.0, ""grundfos_3"": 2864.0}"                        ,     1001,      64.04, 245.75, grundfos_1, 2903.0, 254,      62.58
"{""grundfos_0"": 2864.0, ""grundfos_1"": 2908.0, ""grundfos_3"": 2864.0}"                        ,     1001,      64.04, 245.75, grundfos_1, 2908.0, 255,      62.89
"{""grundfos_0"": 2864.0, ""grundfos_1"": 2908.0, ""grundfos_3"": 2864.0}"                        ,     1001,      64.04, 245.75, grundfos_3, 2864.0, 246,      60.14
"{""grundfos_0"": 2491.0, ""grundfos_2"": 2508.0, ""grundfos_3"": 2491.0}"                        ,      602,      64.01, 148.99, grundfos_0, 2491.0, 149,      36.96
"{""grundfos_0"": 2491.0, ""grundfos_2"": 2508.0, ""grundfos_3"": 2491.0}"                        ,      602,      64.01, 148.99, grundfos_2, 2491.0, 149,      36.96
"{""grundfos_0"": 2491.0, ""grundfos_2"": 2508.0, ""grundfos_3"": 2491.0}"                        ,      602,      64.01, 148.99, grundfos_2, 2508.0, 155,      38.11
"{""grundfos_0"": 2491.0, ""grundfos_2"": 2508.0, ""grundfos_3"": 2491.0}"                        ,      602,      64.01, 148.99, grundfos_3, 2491.0, 149,      36.96
{}                                                                                                ,     1099,           ,       ,           ,       ,    ,        
"{""grundfos_1"": 2561.0, ""grundfos_2"": 2561.0, ""grundfos_3"": 2561.0}"                        ,      684,      64.02, 165.3 , grundfos_1, 2561.0, 172,      41.53
"{""grundfos_1"": 2561.0, ""grundfos_2"": 2561.0, ""grundfos_3"": 2561.0}"                        ,      684,      64.02, 165.3 , grundfos_2, 2561.0, 172,      41.53
"{""grundfos_1"": 2561.0, ""grundfos_2"": 2561.0, ""grundfos_3"": 2561.0}"                        ,      684,      64.02, 165.3 , grundfos_3, 2548.0, 168,      40.71
"{""grundfos_1"": 2561.0, ""grundfos_2"": 2561.0, ""grundfos_3"": 2561.0}"                        ,      684,      64.02, 165.3 , grundfos_3, 2561.0, 172,      41.53
"{""grundfos_1"": 2328.0, ""grundfos_2"": 2328.0, ""grundfos_3"": 2328.0}"                        ,      195,      64.02,  82.71, grundfos_1, 2324.0,  45,      20.22
"{""grundfos_1"": 2328.0, ""grundfos_2"": 2328.0, ""grundfos_3"": 2328.0}"                        ,      195,      64.02,  82.71, grundfos_1, 2328.0,  50,      20.83
"{""grundfos_1"": 2328.0, ""grundfos_2"": 2328.0, ""grundfos_3"": 2328.0}"                        ,      195,      64.02,  82.71, grundfos_2, 2328.0,  50,      20.83
"{""grundfos_1"": 2328.0, ""grundfos_2"": 2328.0, ""grundfos_3"": 2328.0}"                        ,      195,      64.02,  82.71, grundfos_3, 2328.0,  50,      20.83
"{""grundfos_0"": 2409.0, ""grundfos_1"": 2423.0, ""grundfos_2"": 2411.0}"                        ,      470,      64.0 , 125.02, grundfos_0, 2409.0, 114,      30.65
"{""grundfos_0"": 2409.0, ""grundfos_1"": 2423.0, ""grundfos_2"": 2411.0}"                        ,      470,      64.0 , 125.02, grundfos_1, 2421.0, 120,      31.69
"{""grundfos_0"": 2409.0, ""grundfos_1"": 2423.0, ""grundfos_2"": 2411.0}"                        ,      470,      64.0 , 125.02, grundfos_1, 2423.0, 121,      31.86
"{""grundfos_0"": 2409.0, ""grundfos_1"": 2423.0, ""grundfos_2"": 2411.0}"                        ,      470,      64.0 , 125.02, grundfos_2, 2411.0, 115,      30.82
"{""grundfos_0"": 2423.0, ""grundfos_1"": 2423.0, ""grundfos_2"": 2423.0, ""grundfos_3"": 2423.0}",      484,      64.0 , 127.44, grundfos_0, 2423.0, 121,      31.86
"{""grundfos_0"": 2423.0, ""grundfos_1"": 2423.0, ""grundfos_2"": 2423.0, ""grundfos_3"": 2423.0}",      484,      64.0 , 127.44, grundfos_1, 2423.0, 121,      31.86
"{""grundfos_0"": 2423.0, ""grundfos_1"": 2423.0, ""grundfos_2"": 2423.0, ""grundfos_3"": 2423.0}",      484,      64.0 , 127.44, grundfos_2, 2423.0, 121,      31.86
"{""grundfos_0"": 2423.0, ""grundfos_1"": 2423.0, ""grundfos_2"": 2423.0, ""grundfos_3"": 2423.0}",      484,      64.0 , 127.44, grundfos_3, 2423.0, 121,      31.86
"{""grundfos_0"": 2292.0, ""grundfos_2"": 2291.0, ""grundfos_3"": 2291.0}"                        ,        5,      64.02,  65.03, grundfos_0, 2291.0,   1,      16.24
"{""grundfos_0"": 2292.0, ""grundfos_2"": 2291.0, ""grundfos_3"": 2291.0}"                        ,        5,      64.02,  65.03, grundfos_0, 2292.0,   2,      16.31
"{""grundfos_0"": 2292.0, ""grundfos_2"": 2291.0, ""grundfos_3"": 2291.0}"                        ,        5,      64.02,  65.03, grundfos_2, 2291.0,   1,      16.24
"{""grundfos_0"": 2292.0, ""grundfos_2"": 2291.0, ""grundfos_3"": 2291.0}"                        ,        5,      64.02,  65.03, grundfos_3, 2291.0,   1,      16.24
"{""grundfos_0"": 2411.0, ""grundfos_2"": 2391.0, ""grundfos_3"": 2411.0}"                        ,      448,      64.0 , 121.24, grundfos_0, 2411.0, 115,      30.82
"{""grundfos_0"": 2411.0, ""grundfos_2"": 2391.0, ""grundfos_3"": 2411.0}"                        ,      448,      64.0 , 121.24, grundfos_2, 2391.0, 104,      28.95
"{""grundfos_0"": 2411.0, ""grundfos_2"": 2391.0, ""grundfos_3"": 2411.0}"                        ,      448,      64.0 , 121.24, grundfos_3, 2409.0, 114,      30.65
"{""grundfos_0"": 2411.0, ""grundfos_2"": 2391.0, ""grundfos_3"": 2411.0}"                        ,      448,      64.0 , 121.24, grundfos_3, 2411.0, 115,      30.82
"{""grundfos_0"": 2678.0, ""grundfos_1"": 2639.0, ""grundfos_2"": 2639.0, ""grundfos_3"": 2639.0}",      786,      64.01, 187.77, grundfos_0, 2678.0, 204,      48.72
"{""grundfos_0"": 2678.0, ""grundfos_1"": 2639.0, ""grundfos_2"": 2639.0, ""grundfos_3"": 2639.0}",      786,      64.01, 187.77, grundfos_1, 2639.0, 194,      46.35
"{""grundfos_0"": 2678.0, ""grundfos_1"": 2639.0, ""grundfos_2"": 2639.0, ""grundfos_3"": 2639.0}",      786,      64.01, 187.77, grundfos_2, 2639.0, 194,      46.35
"{""grundfos_0"": 2678.0, ""grundfos_1"": 2639.0, ""grundfos_2"": 2639.0, ""grundfos_3"": 2639.0}",      786,      64.01, 187.77, grundfos_3, 2639.0, 194,      46.35
"{""grundfos_0"": 2532.0, ""grundfos_1"": 2532.0, ""grundfos_2"": 2532.0, ""grundfos_3"": 2532.0}",      652,      64.01, 158.76, grundfos_0, 2532.0, 163,      39.69
"{""grundfos_0"": 2532.0, ""grundfos_1"": 2532.0, ""grundfos_2"": 2532.0, ""grundfos_3"": 2532.0}",      652,      64.01, 158.76, grundfos_1, 2532.0, 163,      39.69
"{""grundfos_0"": 2532.0, ""grundfos_1"": 2532.0, ""grundfos_2"": 2532.0, ""grundfos_3"": 2532.0}",      652,      64.01, 158.76, grundfos_2, 2532.0, 163,      39.69
"{""grundfos_0"": 2532.0, ""grundfos_1"": 2532.0, ""grundfos_2"": 2532.0, ""grundfos_3"": 2532.0}",      652,      64.01, 158.76, grundfos_3, 2532.0, 163,      39.69
"{""grundfos_0"": 2529.0, ""grundfos_1"": 2529.0, ""grundfos_2"": 2529.0, ""grundfos_3"": 2529.0}",      648,      64.01, 157.96, grundfos_0, 2529.0, 162,      39.49
