pump_combination                                                                                  , target_q, prevalence, power , pump      , speed , q  , pump_power
"{""grundfos_1"": 2686.0, ""grundfos_2"": 2736.0, ""grundfos_3"": 2690.0}"                        ,      837,      64.0 , 200.12, grundfos_1, 2686.0, 206,      49.21
"{""grundfos_1"": 2686.0, ""grundfos_2"": 2736.0, ""grundfos_3"": 2690.0}"                        ,      837,      64.0 , 200.12, grundfos_2, 2686.0, 206,      49.21
"{""grundfos_1"": 2686.0, ""grundfos_2"": 2736.0, ""grundfos_3"": 2690.0}"                        ,      837,      64.0 , 200.12, grundfos_2, 2736.0, 218,      52.25
"{""grundfos_1"": 2686.0, ""grundfos_2"": 2736.0, ""grundfos_3"": 2690.0}"                        ,      837,      64.0 , 200.12, grundfos_3, 2690.0, 207,      49.45
"{""grundfos_0"": 2478.0, ""grundfos_1"": 2486.0, ""grundfos_3"": 2478.0}"                        ,      567,      64.04, 142.52, grundfos_0, 2448.0, 132,      33.84
"{""grundfos_0"": 2478.0, ""grundfos_1"": 2486.0, ""grundfos_3"": 2478.0}"                        ,      567,      64.04, 142.52, grundfos_0, 2478.0, 144,      36.04
"{""grundfos_0"": 2478.0, ""grundfos_1"": 2486.0, ""grundfos_3"": 2478.0}"                        ,      567,      64.04, 142.52, grundfos_1, 2486.0, 147,      36.6
"{""grundfos_0"": 2478.0, ""grundfos_1"": 2486.0, ""grundfos_3"": 2478.0}"                        ,      567,      64.04, 142.52, grundfos_3, 2478.0, 144,      36.04
"{""grundfos_1"": 2771.0, ""grundfos_2"": 2771.0, ""grundfos_3"": 2771.0}"                        ,      899,      64.0 , 216.21, grundfos_1, 2749.0, 221,      53.04
"{""grundfos_1"": 2771.0, ""grundfos_2"": 2771.0, ""grundfos_3"": 2771.0}"                        ,      899,      64.0 , 216.21, grundfos_1, 2771.0, 226,      54.39
"{""grundfos_1"": 2771.0, ""grundfos_2"": 2771.0, ""grundfos_3"": 2771.0}"                        ,      899,      64.0 , 216.21, grundfos_2, 2771.0, 226,      54.39
"{""grundfos_1"": 2771.0, ""grundfos_2"": 2771.0, ""grundfos_3"": 2771.0}"                        ,      899,      64.0 , 216.21, grundfos_3, 2771.0, 226,      54.39
"{""grundfos_1"": 2883.0, ""grundfos_2"": 2883.0, ""grundfos_3"": 2854.0}"                        ,      988,      64.01, 241.66, grundfos_1, 2883.0, 250,      61.32
"{""grundfos_1"": 2883.0, ""grundfos_2"": 2883.0, ""grundfos_3"": 2854.0}"                        ,      988,      64.01, 241.66, grundfos_2, 2854.0, 244,      59.51
"{""grundfos_1"": 2883.0, ""grundfos_2"": 2883.0, ""grundfos_3"": 2854.0}"                        ,      988,      64.01, 241.66, grundfos_2, 2883.0, 250,      61.32
"{""grundfos_1"": 2883.0, ""grundfos_2"": 2883.0, ""grundfos_3"": 2854.0}"                        ,      988,      64.01, 241.66, grundfos_3, 2854.0, 244,      59.51
"{""grundfos_2"": 2310.0, ""grundfos_3"": 2310.0}"                                                ,       77,      64.0 ,  70.58, grundfos_2, 2295.0,   6,      16.59
"{""grundfos_2"": 2310.0, ""grundfos_3"": 2310.0}"                                                ,       77,      64.0 ,  70.58, grundfos_2, 2310.0,  26,      18.2
"{""grundfos_2"": 2310.0, ""grundfos_3"": 2310.0}"                                                ,       77,      64.0 ,  70.58, grundfos_3, 2305.0,  19,      17.59
"{""grundfos_2"": 2310.0, ""grundfos_3"": 2310.0}"                                                ,       77,      64.0 ,  70.58, grundfos_3, 2310.0,  26,      18.2
"{""grundfos_0"": 2749.0, ""grundfos_1"": 2749.0, ""grundfos_2"": 2798.0, ""grundfos_3"": 2798.0}",      906,      64.0 , 218.18, grundfos_0, 2749.0, 221,      53.04
"{""grundfos_0"": 2749.0, ""grundfos_1"": 2749.0, ""grundfos_2"": 2798.0, ""grundfos_3"": 2798.0}",      906,      64.0 , 218.18, grundfos_1, 2749.0, 221,      53.04
"{""grundfos_0"": 2749.0, ""grundfos_1"": 2749.0, ""grundfos_2"": 2798.0, ""grundfos_3"": 2798.0}",      906,      64.0 , 218.18, grundfos_2, 2798.0, 232,      56.05
"{""grundfos_0"": 2749.0, ""grundfos_1"": 2749.0, ""grundfos_2"": 2798.0, ""grundfos_3"": 2798.0}",      906,      64.0 , 218.18, grundfos_3, 2798.0, 232,      56.05
"{""grundfos_0"": 2293.0, ""grundfos_2"": 2301.0, ""grundfos_3"": 2293.0}"                        ,       22,      64.03,  66.26, grundfos_0, 2293.0,   3,      16.38
"{""grundfos_0"": 2293.0, ""grundfos_2"": 2301.0, ""grundfos_3"": 2293.0}"                        ,       22,      64.03,  66.26, grundfos_2, 2293.0,   3,      16.38
"{""grundfos_0"": 2293.0, ""grundfos_2"": 2301.0, ""grundfos_3"": 2293.0}"                        ,       22,      64.03,  66.26, grundfos_2, 2301.0,  13,      17.12
"{""grundfos_0"": 2293.0, ""grundfos_2"": 2301.0, ""grundfos_3"": 2293.0}"                        ,       22,      64.03,  66.26, grundfos_3, 2293.0,   3,      16.38
"{""grundfos_0"": 2305.0, ""grundfos_1"": 2305.0, ""grundfos_2"": 2310.0, ""grundfos_3"": 2305.0}",       83,      64.0 ,  70.97, grundfos_0, 2305.0,  19,      17.59
"{""grundfos_0"": 2305.0, ""grundfos_1"": 2305.0, ""grundfos_2"": 2310.0, ""grundfos_3"": 2305.0}",       83,      64.0 ,  70.97, grundfos_1, 2305.0,  19,      17.59
"{""grundfos_0"": 2305.0, ""grundfos_1"": 2305.0, ""grundfos_2"": 2310.0, ""grundfos_3"": 2305.0}",       83,      64.0 ,  70.97, grundfos_2, 2310.0,  26,      18.2
"{""grundfos_0"": 2305.0, ""grundfos_1"": 2305.0, ""grundfos_2"": 2310.0, ""grundfos_3"": 2305.0}",       83,      64.0 ,  70.97, grundfos_3, 2305.0,  19,      17.59
"{""grundfos_1"": 2367.0, ""grundfos_2"": 2351.0}"                                                ,      319,      64.01, 100.15, grundfos_1, 2351.0,  75,      24.3
"{""grundfos_1"": 2367.0, ""grundfos_2"": 2351.0}"                                                ,      319,      64.01, 100.15, grundfos_1, 2358.0,  81,      25.22
"{""grundfos_1"": 2367.0, ""grundfos_2"": 2351.0}"                                                ,      319,      64.01, 100.15, grundfos_1, 2367.0,  88,      26.33
"{""grundfos_1"": 2367.0, ""grundfos_2"": 2351.0}"                                                ,      319,      64.01, 100.15, grundfos_2, 2351.0,  75,      24.3
"{""grundfos_1"": 2869.0, ""grundfos_2"": 2869.0, ""grundfos_3"": 2869.0}"                        ,      983,      64.05, 240.3 , grundfos_1, 2869.0, 247,      60.45
"{""grundfos_1"": 2869.0, ""grundfos_2"": 2869.0, ""grundfos_3"": 2869.0}"                        ,      983,      64.05, 240.3 , grundfos_2, 2869.0, 247,      60.45
"{""grundfos_1"": 2869.0, ""grundfos_2"": 2869.0, ""grundfos_3"": 2869.0}"                        ,      983,      64.05, 240.3 , grundfos_3, 2845.0, 242,      58.95
"{""grundfos_1"": 2869.0, ""grundfos_2"": 2869.0, ""grundfos_3"": 2869.0}"                        ,      983,      64.05, 240.3 , grundfos_3, 2869.0, 247,      60.45
"{""grundfos_0"": 2363.0, ""grundfos_1"": 2367.0}"                                                ,      329,      64.01, 101.7 , grundfos_0, 2358.0,  81,      25.22
"{""grundfos_0"": 2363.0, ""grundfos_1"": 2367.0}"                                                ,      329,      64.01, 101.7 , grundfos_0, 2363.0,  85,      25.85
"{""grundfos_0"": 2363.0, ""grundfos_1"": 2367.0}"                                                ,      329,      64.01, 101.7 , grundfos_1, 2351.0,  75,      24.3
"{""grundfos_0"": 2363.0, ""grundfos_1"": 2367.0}"                                                ,      329,      64.01, 101.7 , grundfos_1, 2367.0,  88,      26.33
"{""grundfos_0"": 2771.0, ""grundfos_1"": 2798.0, ""grundfos_3"": 2835.0}"                        ,      924,      64.0 , 223.16, grundfos_0, 2771.0, 226,      54.39
"{""grundfos_0"": 2771.0, ""grundfos_1"": 2798.0, ""grundfos_3"": 2835.0}"                        ,      924,      64.0 , 223.16, grundfos_1, 2771.0, 226,      54.39
"{""grundfos_0"": 2771.0, ""grundfos_1"": 2798.0, ""grundfos_3"": 2835.0}"                        ,      924,      64.0 , 223.16, grundfos_1, 2798.0, 232,      56.05
"{""grundfos_0"": 2771.0, ""grundfos_1"": 2798.0, ""grundfos_3"": 2835.0}"                        ,      924,      64.0 , 223.16, grundfos_3, 2835.0, 240,      58.33
"{""grundfos_0"": 2551.0, ""grundfos_1"": 2532.0, ""grundfos_2"": 2532.0}"                        ,      657,      64.01, 159.78, grundfos_0, 2551.0, 169,      40.91
"{""grundfos_0"": 2551.0, ""grundfos_1"": 2532.0, ""grundfos_2"": 2532.0}"                        ,      657,      64.01, 159.78, grundfos_1, 2532.0, 163,      39.69
"{""grundfos_0"": 2551.0, ""grundfos_1"": 2532.0, ""grundfos_2"": 2532.0}"                        ,      657,      64.01, 159.78, grundfos_2, 2529.0, 162,      39.49
"{""grundfos_0"": 2551.0, ""grundfos_1"": 2532.0, ""grundfos_2"": 2532.0}"                        ,      657,      64.01, 159.78, grundfos_2, 2532.0, 163,      39.69
"{""grundfos_0"": 2483.0, ""grundfos_2"": 2494.0, ""grundfos_3"": 2494.0}"                        ,      592,      64.02, 147.12, grundfos_0, 2483.0, 146,      36.4
"{""grundfos_0"": 2483.0, ""grundfos_2"": 2494.0, ""grundfos_3"": 2494.0}"                        ,      592,      64.02, 147.12, grundfos_2, 2494.0, 150,      37.16
"{""grundfos_0"": 2483.0, ""grundfos_2"": 2494.0, ""grundfos_3"": 2494.0}"                        ,      592,      64.02, 147.12, grundfos_3, 2483.0, 146,      36.4
"{""grundfos_0"": 2483.0, ""grundfos_2"": 2494.0, ""grundfos_3"": 2494.0}"                        ,      592,      64.02, 147.12, grundfos_3, 2494.0, 150,      37.16
"{""grundfos_0"": 2913.0, ""grundfos_1"": 2918.0, ""grundfos_2"": 2979.0, ""grundfos_3"": 2979.0}",     1051,      64.05, 261.54, grundfos_0, 2913.0, 256,      63.21
"{""grundfos_0"": 2913.0, ""grundfos_1"": 2918.0, ""grundfos_2"": 2979.0, ""grundfos_3"": 2979.0}",     1051,      64.05, 261.54, grundfos_1, 2918.0, 257,      63.53
"{""grundfos_0"": 2913.0, ""grundfos_1"": 2918.0, ""grundfos_2"": 2979.0, ""grundfos_3"": 2979.0}",     1051,      64.05, 261.54, grundfos_2, 2979.0, 269,      67.4
"{""grundfos_0"": 2913.0, ""grundfos_1"": 2918.0, ""grundfos_2"": 2979.0, ""grundfos_3"": 2979.0}",     1051,      64.05, 261.54, grundfos_3, 2979.0, 269,      67.4
"{""grundfos_1"": 2423.0, ""grundfos_2"": 2423.0, ""grundfos_3"": 2423.0}"                        ,      478,      64.0 , 126.4 , grundfos_1, 2423.0, 121,      31.86
"{""grundfos_1"": 2423.0, ""grundfos_2"": 2423.0, ""grundfos_3"": 2423.0}"                        ,      478,      64.0 , 126.4 , grundfos_2, 2423.0, 121,      31.86
"{""grundfos_1"": 2423.0, ""grundfos_2"": 2423.0, ""grundfos_3"": 2423.0}"                        ,      478,      64.0 , 126.4 , grundfos_3, 2411.0, 115,      30.82
"{""grundfos_1"": 2423.0, ""grundfos_2"": 2423.0, ""grundfos_3"": 2423.0}"                        ,      478,      64.0 , 126.4 , grundfos_3, 2423.0, 121,      31.86
"{""grundfos_1"": 2467.0, ""grundfos_2"": 2467.0, ""grundfos_3"": 2467.0}"                        ,      551,      64.0 , 139.48, grundfos_1, 2467.0, 140,      35.28
"{""grundfos_1"": 2467.0, ""grundfos_2"": 2467.0, ""grundfos_3"": 2467.0}"                        ,      551,      64.0 , 139.48, grundfos_2, 2445.0, 131,      33.64
"{""grundfos_1"": 2467.0, ""grundfos_2"": 2467.0, ""grundfos_3"": 2467.0}"                        ,      551,      64.0 , 139.48, grundfos_2, 2467.0, 140,      35.28
"{""grundfos_1"": 2467.0, ""grundfos_2"": 2467.0, ""grundfos_3"": 2467.0}"                        ,      551,      64.0 , 139.48, grundfos_3, 2467.0, 140,      35.28
"{""grundfos_1"": 2318.0, ""grundfos_2"": 2318.0, ""grundfos_3"": 2318.0}"                        ,      141,      64.01,  76.52, grundfos_1, 2313.0,  30,      18.59
"{""grundfos_1"": 2318.0, ""grundfos_2"": 2318.0, ""grundfos_3"": 2318.0}"                        ,      141,      64.01,  76.52, grundfos_1, 2318.0,  37,      19.31
"{""grundfos_1"": 2318.0, ""grundfos_2"": 2318.0, ""grundfos_3"": 2318.0}"                        ,      141,      64.01,  76.52, grundfos_2, 2318.0,  37,      19.31
"{""grundfos_1"": 2318.0, ""grundfos_2"": 2318.0, ""grundfos_3"": 2318.0}"                        ,      141,      64.01,  76.52, grundfos_3, 2318.0,  37,      19.31
"{""grundfos_0"": 2564.0, ""grundfos_1"": 2564.0, ""grundfos_2"": 2564.0}"                        ,      683,      64.0 , 165.08, grundfos_0, 2564.0, 173,      41.73
"{""grundfos_0"": 2564.0, ""grundfos_1"": 2564.0, ""grundfos_2"": 2564.0}"                        ,      683,      64.0 , 165.08, grundfos_1, 2535.0, 164,      39.89
"{""grundfos_0"": 2564.0, ""grundfos_1"": 2564.0, ""grundfos_2"": 2564.0}"                        ,      683,      64.0 , 165.08, grundfos_1, 2564.0, 173,      41.73
"{""grundfos_0"": 2564.0, ""grundfos_1"": 2564.0, ""grundfos_2"": 2564.0}"                        ,      683,      64.0 , 165.08, grundfos_2, 2564.0, 173,      41.73
"{""grundfos_0"": 2798.0, ""grundfos_1"": 2798.0, ""grundfos_2"": 2749.0, ""grundfos_3"": 2835.0}",      925,      64.0 , 223.47, grundfos_0, 2798.0, 232,      56.05
"{""grundfos_0"": 2798.0, ""grundfos_1"": 2798.0, ""grundfos_2"": 2749.0, ""grundfos_3"": 2835.0}",      925,      64.0 , 223.47, grundfos_1, 2798.0, 232,      56.05
"{""grundfos_0"": 2798.0, ""grundfos_1"": 2798.0, ""grundfos_2"": 2749.0, ""grundfos_3"": 2835.0}",      925,      64.0 , 223.47, grundfos_2, 2749.0, 221,      53.04
"{""grundfos_0"": 2798.0, ""grundfos_1"": 2798.0, ""grundfos_2"": 2749.0, ""grundfos_3"": 2835.0}",      925,      64.0 , 223.47, grundfos_3, 2835.0, 240,      58.33
"{""grundfos_0"": 2391.0, ""grundfos_1"": 2391.0, ""grundfos_2"": 2371.0, ""grundfos_3"": 2421.0}",      419,      64.0 , 116.4 , grundfos_0, 2391.0, 104,      28.95
"{""grundfos_0"": 2391.0, ""grundfos_1"": 2391.0, ""grundfos_2"": 2371.0, ""grundfos_3"": 2421.0}",      419,      64.0 , 116.4 , grundfos_1, 2391.0, 104,      28.95
"{""grundfos_0"": 2391.0, ""grundfos_1"": 2391.0, ""grundfos_2"": 2371.0, ""grundfos_3"": 2421.0}",      419,      64.0 , 116.4 , grundfos_2, 2371.0,  91,      26.81
"{""grundfos_0"": 2391.0, ""grundfos_1"": 2391.0, ""grundfos_2"": 2371.0, ""grundfos_3"": 2421.0}",      419,      64.0 , 116.4 , grundfos_3, 2421.0, 120,      31.69
"{""grundfos_1"": 2898.0, ""grundfos_2"": 2898.0, ""grundfos_3"": 2898.0}"                        ,     1005,      64.04, 246.95, grundfos_1, 2864.0, 246,      60.14
"{""grundfos_1"": 2898.0, ""grundfos_2"": 2898.0, ""grundfos_3"": 2898.0}"                        ,     1005,      64.04, 246.95, grundfos_1, 2898.0, 253,      62.27
"{""grundfos_1"": 2898.0, ""grundfos_2"": 2898.0, ""grundfos_3"": 2898.0}"                        ,     1005,      64.04, 246.95, grundfos_2, 2898.0, 253,      62.27
"{""grundfos_1"": 2898.0, ""grundfos_2"": 2898.0, ""grundfos_3"": 2898.0}"                        ,     1005,      64.04, 246.95, grundfos_3, 2898.0, 253,      62.27
"{""grundfos_0"": 2423.0, ""grundfos_1"": 2423.0, ""grundfos_3"": 2411.0}"                        ,      461,      64.0 , 123.49, grundfos_0, 2423.0, 121,      31.86
"{""grundfos_0"": 2423.0, ""grundfos_1"": 2423.0, ""grundfos_3"": 2411.0}"                        ,      461,      64.0 , 123.49, grundfos_1, 2391.0, 104,      28.95
"{""grundfos_0"": 2423.0, ""grundfos_1"": 2423.0, ""grundfos_3"": 2411.0}"                        ,      461,      64.0 , 123.49, grundfos_1, 2423.0, 121,      31.86
"{""grundfos_0"": 2423.0, ""grundfos_1"": 2423.0, ""grundfos_3"": 2411.0}"                        ,      461,      64.0 , 123.49, grundfos_3, 2411.0, 115,      30.82
"{""grundfos_0"": 2415.0, ""grundfos_1"": 2415.0, ""grundfos_2"": 2415.0, ""grundfos_3"": 2415.0}",      468,      64.01, 124.68, grundfos_0, 2415.0, 117,      31.17
"{""grundfos_0"": 2415.0, ""grundfos_1"": 2415.0, ""grundfos_2"": 2415.0, ""grundfos_3"": 2415.0}",      468,      64.01, 124.68, grundfos_1, 2415.0, 117,      31.17
"{""grundfos_0"": 2415.0, ""grundfos_1"": 2415.0, ""grundfos_2"": 2415.0, ""grundfos_3"": 2415.0}",      468,      64.01, 124.68, grundfos_2, 2415.0, 117,      31.17
"{""grundfos_0"": 2415.0, ""grundfos_1"": 2415.0, ""grundfos_2"": 2415.0, ""grundfos_3"": 2415.0}",      468,      64.01, 124.68, grundfos_3, 2415.0, 117,      31.17
"{""grundfos_1"": 2749.0, ""grundfos_3"": 2719.0}"                                                ,      854,      64.0 , 204.45, grundfos_1, 2682.0, 205,      48.97
"{""grundfos_1"": 2749.0, ""grundfos_3"": 2719.0}"                                                ,      854,      64.0 , 204.45, grundfos_1, 2719.0, 214,      51.22
"{""grundfos_1"": 2749.0, ""grundfos_3"": 2719.0}"                                                ,      854,      64.0 , 204.45, grundfos_1, 2749.0, 221,      53.04
"{""grundfos_1"": 2749.0, ""grundfos_3"": 2719.0}"                                                ,      854,      64.0 , 204.45, grundfos_3, 2719.0, 214,      51.22
"{""grundfos_1"": 2736.0, ""grundfos_2"": 2749.0, ""grundfos_3"": 2771.0}"                        ,      883,      64.0 , 211.93, grundfos_1, 2736.0, 218,      52.25
"{""grundfos_1"": 2736.0, ""grundfos_2"": 2749.0, ""grundfos_3"": 2771.0}"                        ,      883,      64.0 , 211.93, grundfos_2, 2749.0, 221,      53.04
"{""grundfos_1"": 2736.0, ""grundfos_2"": 2749.0, ""grundfos_3"": 2771.0}"                        ,      883,      64.0 , 211.93, grundfos_3, 2736.0, 218,      52.25
"{""grundfos_1"": 2736.0, ""grundfos_2"": 2749.0, ""grundfos_3"": 2771.0}"                        ,      883,      64.0 , 211.93, grundfos_3, 2771.0, 226,      54.39
"{""grundfos_0"": 2313.0, ""grundfos_2"": 2321.0, ""grundfos_3"": 2321.0}"                        ,      149,      64.01,  77.4 , grundfos_0, 2313.0,  30,      18.59
"{""grundfos_0"": 2313.0, ""grundfos_2"": 2321.0, ""grundfos_3"": 2321.0}"                        ,      149,      64.01,  77.4 , grundfos_2, 2321.0,  41,      19.75
"{""grundfos_0"": 2313.0, ""grundfos_2"": 2321.0, ""grundfos_3"": 2321.0}"                        ,      149,      64.01,  77.4 , grundfos_3, 2318.0,  37,      19.31
"{""grundfos_0"": 2313.0, ""grundfos_2"": 2321.0, ""grundfos_3"": 2321.0}"                        ,      149,      64.01,  77.4 , grundfos_3, 2321.0,  41,      19.75
"{""grundfos_0"": 2462.0, ""grundfos_1"": 2445.0, ""grundfos_2"": 2445.0, ""grundfos_3"": 2462.0}",      538,      64.0 , 137.1 , grundfos_0, 2462.0, 138,      34.91
"{""grundfos_0"": 2462.0, ""grundfos_1"": 2445.0, ""grundfos_2"": 2445.0, ""grundfos_3"": 2462.0}",      538,      64.0 , 137.1 , grundfos_1, 2445.0, 131,      33.64
"{""grundfos_0"": 2462.0, ""grundfos_1"": 2445.0, ""grundfos_2"": 2445.0, ""grundfos_3"": 2462.0}",      538,      64.0 , 137.1 , grundfos_2, 2445.0, 131,      33.64
