pump_combination,flow,prevalence,power,target_k
"{""68"": 987}",38.3,2.8,0.485,0.001898
"{""68"": 987}",38.3,2.8,0.485,0.001897
"{""68"": 987}",38.3,2.8,0.485,0.001896
"{""68"": 987}",38.4,2.8,0.485,0.001895
"{""68"": 987}",38.4,2.8,0.485,0.001894
"{""68"": 987}",38.4,2.8,0.485,0.001893
"{""68"": 987}",38.4,2.8,0.485,0.001892
"{""68"": 988}",38.5,2.8,0.487,0.001891
"{""68"": 988}",38.5,2.8,0.487,0.00189
"{""68"": 988}",38.5,2.8,0.487,0.001889
"{""68"": 988}",38.5,2.8,0.487,0.001888
"{""68"": 988}",38.5,2.8,0.487,0.001887
"{""68"": 988}",38.6,2.8,0.487,0.001886
"{""68"": 988}",38.6,2.8,0.487,0.001885
"{""68"": 988}",38.6,2.8,0.487,0.001884
"{""68"": 988}",38.6,2.8,0.487,0.001883
"{""68"": 988}",38.6,2.8,0.487,0.001882
"{""68"": 988}",38.7,2.8,0.488,0.001881
"{""68"": 988}",38.7,2.8,0.488,0.00188
"{""68"": 988}",38.7,2.8,0.488,0.001879
"{""68"": 988}",38.7,2.8,0.488,0.001878
"{""68"": 988}",38.7,2.8,0.488,0.001877
"{""68"": 988}",38.8,2.8,0.488,0.001876
"{""68"": 988}",38.8,2.8,0.488,0.001875
"{""68"": 988}",38.8,2.8,0.488,0.001874
"{""68"": 988}",38.8,2.8,0.488,0.001873
"{""68"": 988}",38.8,2.8,0.488,0.001872
"{""68"": 988}",38.9,2.8,0.489,0.001871
"{""68"": 988}",38.9,2.8,0.489,0.00187
"{""68"": 988}",38.9,2.8,0.489,0.001869
"{""68"": 988}",38.9,2.8,0.489,0.001868
"{""68"": 988}",38.9,2.8,0.489,0.001867
"{""68"": 988}",39.0,2.8,0.489,0.001866
"{""68"": 988}",39.0,2.8,0.489,0.001865
"{""68"": 988}",39.0,2.8,0.489,0.001864
"{""68"": 988}",39.0,2.8,0.489,0.001863
"{""68"": 988}",39.0,2.8,0.489,0.001862
"{""68"": 989}",39.1,2.8,0.491,0.001861
"{""68"": 989}",39.1,2.8,0.491,0.00186
"{""68"": 989}",39.1,2.8,0.491,0.001859
"{""68"": 989}",39.1,2.8,0.491,0.001858
"{""68"": 989}",39.2,2.8,0.491,0.001857
"{""68"": 989}",39.2,2.8,0.491,0.001856
"{""68"": 989}",39.2,2.8,0.491,0.001855
"{""68"": 989}",39.2,2.8,0.491,0.001854
"{""68"": 989}",39.2,2.8,0.491,0.001853
"{""68"": 1005}",39.3,2.9,0.513,0.001852
"{""68"": 1005}",39.3,2.9,0.513,0.001851
"{""68"": 1005}",39.3,2.9,0.513,0.00185
"{""68"": 1005}",39.3,2.9,0.513,0.001849
"{""68"": 1005}",39.3,2.9,0.513,0.001848
"{""68"": 1005}",39.4,2.9,0.514,0.001847
"{""68"": 1005}",39.4,2.9,0.514,0.001846
"{""68"": 1005}",39.4,2.9,0.514,0.001845
"{""68"": 1005}",39.4,2.9,0.514,0.001844
"{""68"": 1005}",39.4,2.9,0.514,0.001843
"{""68"": 1006}",39.5,2.9,0.515,0.001842
"{""68"": 1006}",39.5,2.9,0.515,0.001841
"{""68"": 1006}",39.5,2.9,0.515,0.00184
"{""68"": 1006}",39.5,2.9,0.515,0.001839
"{""68"": 1006}",39.5,2.9,0.515,0.001838
"{""68"": 1006}",39.6,2.9,0.516,0.001837
"{""68"": 1006}",39.6,2.9,0.516,0.001836
"{""68"": 1006}",39.6,2.9,0.516,0.001835
"{""68"": 1006}",39.6,2.9,0.516,0.001834
"{""68"": 1006}",39.7,2.9,0.516,0.001833
"{""68"": 1006}",39.7,2.9,0.516,0.001832
"{""68"": 1006}",39.7,2.9,0.516,0.001831
"{""68"": 1006}",39.7,2.9,0.516,0.00183
"{""68"": 1006}",39.7,2.9,0.516,0.001829
"{""68"": 1006}",39.8,2.9,0.517,0.001828
"{""68"": 1006}",39.8,2.9,0.517,0.001827
"{""68"": 1006}",39.8,2.9,0.517,0.001826
"{""68"": 1006}",39.8,2.9,0.517,0.001825
"{""68"": 1006}",39.8,2.9,0.517,0.001824
"{""68"": 1006}",39.9,2.9,0.517,0.001823
"{""68"": 1006}",39.9,2.9,0.517,0.001822
"{""68"": 1006}",39.9,2.9,0.517,0.001821
"{""68"": 1006}",39.9,2.9,0.517,0.00182
"{""68"": 1006}",40.0,2.9,0.518,0.001819
"{""68"": 1006}",40.0,2.9,0.518,0.001818
"{""68"": 1006}",40.0,2.9,0.518,0.001817
"{""68"": 1006}",40.0,2.9,0.518,0.001816
"{""68"": 1006}",40.0,2.9,0.518,0.001815
"{""68"": 1007}",40.1,2.9,0.52,0.001814
"{""68"": 1007}",40.1,2.9,0.52,0.001813
"{""68"": 1007}",40.1,2.9,0.52,0.001812
"{""68"": 1007}",40.1,2.9,0.52,0.001811
"{""68"": 1007}",40.2,2.9,0.52,0.00181
"{""68"": 1007}",40.2,2.9,0.52,0.001809
"{""68"": 1007}",40.2,2.9,0.52,0.001808
"{""68"": 1007}",40.2,2.9,0.52,0.001807
"{""68"": 1007}",40.2,2.9,0.52,0.001806
"{""68"": 1007}",40.3,2.9,0.521,0.001805
"{""68"": 1007}",40.3,2.9,0.521,0.001804
"{""68"": 1007}",40.3,2.9,0.521,0.001803
"{""68"": 1007}",40.3,2.9,0.521,0.001802
"{""68"": 1007}",40.4,2.9,0.521,0.001801
"{""68"": 1007}",40.4,2.9,0.521,0.0018
"{""68"": 1007}",40.4,2.9,0.521,0.001799
"{""68"": 1007}",40.4,2.9,0.521,0.001798
"{""68"": 1007}",40.4,2.9,0.521,0.001797
"{""68"": 1007}",40.5,2.9,0.522,0.001796
"{""68"": 1007}",40.5,2.9,0.522,0.001795
"{""68"": 1007}",40.5,2.9,0.522,0.001794
"{""68"": 1007}",40.5,2.9,0.522,0.001793
"{""68"": 1007}",40.5,2.9,0.522,0.001792
"{""68"": 1008}",40.6,2.9,0.523,0.001791
"{""68"": 1008}",40.6,2.9,0.523,0.00179
"{""68"": 1008}",40.6,2.9,0.523,0.001789
"{""68"": 1008}",40.6,2.9,0.523,0.001788
"{""68"": 1024}",40.7,3.0,0.546,0.001787
"{""68"": 1024}",40.7,3.0,0.546,0.001786
"{""68"": 1024}",40.7,3.0,0.546,0.001785
"{""68"": 1024}",40.7,3.0,0.546,0.001784
"{""68"": 1024}",40.7,3.0,0.546,0.001783
"{""68"": 1024}",40.8,3.0,0.547,0.001782
"{""68"": 1024}",40.8,3.0,0.547,0.001781
"{""68"": 1024}",40.8,3.0,0.547,0.00178
"{""68"": 1024}",40.8,3.0,0.547,0.001779
"{""68"": 1024}",40.9,3.0,0.547,0.001778
"{""68"": 1024}",40.9,3.0,0.547,0.001777
"{""68"": 1024}",40.9,3.0,0.547,0.001776
"{""68"": 1024}",40.9,3.0,0.547,0.001775
"{""68"": 1024}",40.9,3.0,0.547,0.001774
"{""68"": 1024}",41.0,3.0,0.548,0.001773
"{""68"": 1024}",41.0,3.0,0.548,0.001772
"{""68"": 1024}",41.0,3.0,0.548,0.001771
"{""68"": 1024}",41.0,3.0,0.548,0.00177
"{""68"": 1024}",41.1,3.0,0.548,0.001769
"{""68"": 1024}",41.1,3.0,0.548,0.001768
"{""68"": 1024}",41.1,3.0,0.548,0.001767
"{""68"": 1024}",41.1,3.0,0.548,0.001766
"{""68"": 1025}",41.2,3.0,0.55,0.001765
"{""68"": 1025}",41.2,3.0,0.55,0.001764
"{""68"": 1025}",41.2,3.0,0.55,0.001763
"{""68"": 1025}",41.2,3.0,0.55,0.001762
"{""68"": 1025}",41.2,3.0,0.55,0.001761
"{""68"": 1025}",41.3,3.0,0.55,0.00176
"{""68"": 1025}",41.3,3.0,0.55,0.001759
"{""68"": 1025}",41.3,3.0,0.55,0.001758
"{""68"": 1025}",41.3,3.0,0.55,0.001757
"{""68"": 1025}",41.4,3.0,0.551,0.001756
"{""68"": 1025}",41.4,3.0,0.551,0.001755
"{""68"": 1025}",41.4,3.0,0.551,0.001754
"{""68"": 1025}",41.4,3.0,0.551,0.001753
"{""68"": 1025}",41.5,3.0,0.551,0.001752
"{""68"": 1025}",41.5,3.0,0.551,0.001751
"{""68"": 1025}",41.5,3.0,0.551,0.00175
"{""68"": 1025}",41.5,3.0,0.551,0.001749
"{""68"": 1025}",41.5,3.0,0.551,0.001748
"{""68"": 1025}",41.6,3.0,0.552,0.001747
"{""68"": 1025}",41.6,3.0,0.552,0.001746
"{""68"": 1025}",41.6,3.0,0.552,0.001745
"{""68"": 1025}",41.6,3.0,0.552,0.001744
"{""68"": 1025}",41.7,3.0,0.552,0.001743
"{""68"": 1025}",41.7,3.0,0.552,0.001742
"{""68"": 1025}",41.7,3.0,0.552,0.001741
"{""68"": 1025}",41.7,3.0,0.552,0.00174
"{""68"": 1026}",41.8,3.0,0.554,0.001739
"{""68"": 1026}",41.8,3.0,0.554,0.001738
"{""68"": 1026}",41.8,3.0,0.554,0.001737
"{""68"": 1026}",41.8,3.0,0.554,0.001736
"{""68"": 1026}",41.9,3.0,0.555,0.001735
"{""68"": 1026}",41.9,3.0,0.555,0.001734
"{""68"": 1026}",41.9,3.0,0.555,0.001733
"{""68"": 1026}",41.9,3.0,0.555,0.001732
"{""68"": 1026}",42.0,3.0,0.555,0.001731
"{""68"": 1026}",42.0,3.0,0.555,0.00173
"{""68"": 1026}",42.0,3.0,0.555,0.001729
"{""68"": 1026}",42.0,3.0,0.555,0.001728
"{""68"": 1026}",42.0,3.0,0.555,0.001727
"{""68"": 1042}",42.1,3.1,0.579,0.001726
"{""68"": 1042}",42.1,3.1,0.579,0.001725
"{""68"": 1042}",42.1,3.1,0.579,0.001724
"{""68"": 1042}",42.1,3.1,0.579,0.001723
"{""68"": 1042}",42.2,3.1,0.579,0.001722
"{""68"": 1042}",42.2,3.1,0.579,0.001721
"{""68"": 1042}",42.2,3.1,0.579,0.00172
"{""68"": 1042}",42.2,3.1,0.579,0.001719
"{""68"": 1042}",42.3,3.1,0.58,0.001718
"{""68"": 1042}",42.3,3.1,0.58,0.001717
"{""68"": 1042}",42.3,3.1,0.58,0.001716
"{""68"": 1042}",42.3,3.1,0.58,0.001715
"{""68"": 1042}",42.4,3.1,0.58,0.001714
"{""68"": 1042}",42.4,3.1,0.58,0.001713
"{""68"": 1042}",42.4,3.1,0.58,0.001712
"{""68"": 1042}",42.4,3.1,0.58,0.001711
"{""68"": 1043}",42.5,3.1,0.582,0.00171
"{""68"": 1043}",42.5,3.1,0.582,0.001709
"{""68"": 1043}",42.5,3.1,0.582,0.001708
"{""68"": 1043}",42.5,3.1,0.582,0.001707
"{""68"": 1043}",42.6,3.1,0.583,0.001706
"{""68"": 1043}",42.6,3.1,0.583,0.001705
"{""68"": 1043}",42.6,3.1,0.583,0.001704
"{""68"": 1043}",42.6,3.1,0.583,0.001703
"{""68"": 1043}",42.7,3.1,0.583,0.001702
"{""68"": 1043}",42.7,3.1,0.583,0.001701
"{""68"": 1043}",42.7,3.1,0.583,0.0017
"{""68"": 1043}",42.7,3.1,0.583,0.001699
"{""68"": 1043}",42.8,3.1,0.584,0.001698
"{""68"": 1043}",42.8,3.1,0.584,0.001697
"{""68"": 1043}",42.8,3.1,0.584,0.001696
"{""68"": 1043}",42.8,3.1,0.584,0.001695
"{""68"": 1043}",42.8,3.1,0.584,0.001694
"{""68"": 1043}",42.9,3.1,0.585,0.001693
"{""68"": 1043}",42.9,3.1,0.585,0.001692
"{""68"": 1043}",42.9,3.1,0.585,0.001691
"{""68"": 1043}",42.9,3.1,0.585,0.00169
"{""68"": 1044}",43.0,3.1,0.587,0.001689
"{""68"": 1044}",43.0,3.1,0.587,0.001688
"{""68"": 1044}",43.0,3.1,0.587,0.001687
"{""68"": 1044}",43.0,3.1,0.587,0.001686
"{""68"": 1044}",43.1,3.1,0.587,0.001685
"{""68"": 1044}",43.1,3.1,0.587,0.001684
"{""68"": 1044}",43.1,3.1,0.587,0.001683
"{""68"": 1044}",43.1,3.1,0.587,0.001682
"{""68"": 1044}",43.2,3.1,0.588,0.001681
"{""68"": 1044}",43.2,3.1,0.588,0.00168
"{""68"": 1044}",43.2,3.1,0.588,0.001679
"{""68"": 1044}",43.2,3.1,0.588,0.001678
"{""68"": 1044}",43.3,3.1,0.588,0.001677
"{""68"": 1044}",43.3,3.1,0.588,0.001676
"{""68"": 1044}",43.3,3.1,0.588,0.001675
"{""68"": 1044}",43.4,3.1,0.589,0.001674
"{""68"": 1044}",43.4,3.1,0.589,0.001673
"{""68"": 1044}",43.4,3.1,0.589,0.001672
"{""68"": 1044}",43.4,3.1,0.589,0.001671
"{""68"": 1044}",43.5,3.1,0.589,0.00167
"{""68"": 1060}",43.5,3.2,0.613,0.001669
"{""68"": 1060}",43.5,3.2,0.613,0.001668
"{""68"": 1060}",43.5,3.2,0.613,0.001667
"{""68"": 1060}",43.6,3.2,0.614,0.001666
"{""68"": 1060}",43.6,3.2,0.614,0.001665
"{""68"": 1060}",43.6,3.2,0.614,0.001664
"{""68"": 1060}",43.6,3.2,0.614,0.001663
"{""68"": 1060}",43.7,3.2,0.614,0.001662
"{""68"": 1060}",43.7,3.2,0.614,0.001661
"{""68"": 1060}",43.7,3.2,0.614,0.00166
"{""68"": 1060}",43.7,3.2,0.614,0.001659
"{""68"": 1060}",43.8,3.2,0.615,0.001658
"{""68"": 1060}",43.8,3.2,0.615,0.001657
"{""68"": 1060}",43.8,3.2,0.615,0.001656
"{""68"": 1061}",43.9,3.2,0.617,0.001655
"{""68"": 1061}",43.9,3.2,0.617,0.001654
"{""68"": 1061}",43.9,3.2,0.617,0.001653
"{""68"": 1061}",43.9,3.2,0.617,0.001652
"{""68"": 1061}",44.0,3.2,0.617,0.001651
"{""68"": 1061}",44.0,3.2,0.617,0.00165
"{""68"": 1061}",44.0,3.2,0.617,0.001649
"{""68"": 1061}",44.0,3.2,0.617,0.001648
"{""68"": 1061}",44.1,3.2,0.618,0.001647
"{""68"": 1061}",44.1,3.2,0.618,0.001646
"{""68"": 1061}",44.1,3.2,0.618,0.001645
"{""68"": 1061}",44.1,3.2,0.618,0.001644
"{""68"": 1061}",44.2,3.2,0.618,0.001643
"{""68"": 1061}",44.2,3.2,0.618,0.001642
"{""68"": 1061}",44.2,3.2,0.618,0.001641
"{""68"": 1061}",44.2,3.2,0.618,0.00164
"{""68"": 1061}",44.3,3.2,0.619,0.001639
"{""68"": 1061}",44.3,3.2,0.619,0.001638
"{""68"": 1061}",44.3,3.2,0.619,0.001637
"{""68"": 1061}",44.3,3.2,0.619,0.001636
"{""68"": 1062}",44.4,3.2,0.621,0.001635
"{""68"": 1062}",44.4,3.2,0.621,0.001634
"{""68"": 1062}",44.4,3.2,0.621,0.001633
"{""68"": 1062}",44.5,3.2,0.621,0.001632
"{""68"": 1062}",44.5,3.2,0.621,0.001631
"{""68"": 1062}",44.5,3.2,0.621,0.00163
"{""68"": 1062}",44.5,3.2,0.621,0.001629
"{""68"": 1062}",44.6,3.2,0.622,0.001628
"{""68"": 1062}",44.6,3.2,0.622,0.001627
"{""68"": 1062}",44.6,3.2,0.622,0.001626
"{""68"": 1062}",44.6,3.2,0.622,0.001625
"{""68"": 1062}",44.7,3.2,0.623,0.001624
"{""68"": 1062}",44.7,3.2,0.623,0.001623
"{""68"": 1062}",44.7,3.2,0.623,0.001622
"{""68"": 1062}",44.8,3.2,0.623,0.001621
"{""68"": 1062}",44.8,3.2,0.623,0.00162
"{""68"": 1062}",44.8,3.2,0.623,0.001619
"{""68"": 1062}",44.8,3.2,0.623,0.001618
"{""68"": 1078}",44.9,3.3,0.648,0.001617
"{""68"": 1078}",44.9,3.3,0.648,0.001616
"{""68"": 1078}",44.9,3.3,0.648,0.001615
"{""68"": 1078}",44.9,3.3,0.648,0.001614
"{""68"": 1078}",45.0,3.3,0.649,0.001613
"{""68"": 1078}",45.0,3.3,0.649,0.001612
"{""68"": 1078}",45.0,3.3,0.649,0.001611
"{""68"": 1078}",45.0,3.3,0.649,0.00161
"{""68"": 1078}",45.1,3.3,0.65,0.001609
"{""68"": 1078}",45.1,3.3,0.65,0.001608
"{""68"": 1078}",45.1,3.3,0.65,0.001607
"{""68"": 1078}",45.1,3.3,0.65,0.001606
"{""68"": 1078}",45.2,3.3,0.65,0.001605
"{""68"": 1078}",45.2,3.3,0.65,0.001604
"{""68"": 1078}",45.2,3.3,0.65,0.001603
"{""68"": 1078}",45.3,3.3,0.651,0.001602
"{""68"": 1078}",45.3,3.3,0.651,0.001601
"{""68"": 1078}",45.3,3.3,0.651,0.0016
"{""68"": 1079}",45.4,3.3,0.653,0.001599
"{""68"": 1079}",45.4,3.3,0.653,0.001598
"{""68"": 1079}",45.4,3.3,0.653,0.001597
"{""68"": 1079}",45.4,3.3,0.653,0.001596
"{""68"": 1079}",45.5,3.3,0.653,0.001595
"{""68"": 1079}",45.5,3.3,0.653,0.001594
"{""68"": 1079}",45.5,3.3,0.653,0.001593
"{""68"": 1079}",45.5,3.3,0.653,0.001592
"{""68"": 1079}",45.6,3.3,0.654,0.001591
"{""68"": 1079}",45.6,3.3,0.654,0.00159
"{""68"": 1079}",45.6,3.3,0.654,0.001589
"{""68"": 1079}",45.7,3.3,0.655,0.001588
"{""68"": 1079}",45.7,3.3,0.655,0.001587
"{""68"": 1079}",45.7,3.3,0.655,0.001586
"{""68"": 1079}",45.7,3.3,0.655,0.001585
"{""68"": 1079}",45.8,3.3,0.655,0.001584
"{""68"": 1079}",45.8,3.3,0.655,0.001583
"{""68"": 1079}",45.8,3.3,0.655,0.001582
"{""68"": 1080}",45.9,3.3,0.657,0.001581
"{""68"": 1080}",45.9,3.3,0.657,0.00158
"{""68"": 1080}",45.9,3.3,0.657,0.001579
"{""68"": 1080}",45.9,3.3,0.657,0.001578
"{""68"": 1080}",46.0,3.3,0.658,0.001577
"{""68"": 1080}",46.0,3.3,0.658,0.001576
"{""68"": 1080}",46.0,3.3,0.658,0.001575
"{""68"": 1080}",46.1,3.3,0.658,0.001574
"{""68"": 1080}",46.1,3.3,0.658,0.001573
"{""68"": 1080}",46.1,3.3,0.658,0.001572
"{""68"": 1080}",46.1,3.3,0.658,0.001571
"{""68"": 1080}",46.2,3.3,0.659,0.00157
"{""68"": 1080}",46.2,3.3,0.659,0.001569
"{""68"": 1080}",46.2,3.3,0.659,0.001568
"{""68"": 1095}",46.3,3.4,0.684,0.001567
"{""68"": 1095}",46.3,3.4,0.684,0.001566
"{""68"": 1095}",46.3,3.4,0.684,0.001565
"{""68"": 1095}",46.3,3.4,0.684,0.001564
"{""68"": 1095}",46.4,3.4,0.684,0.001563
"{""68"": 1095}",46.4,3.4,0.684,0.001562
"{""68"": 1095}",46.4,3.4,0.684,0.001561
"{""68"": 1096}",46.5,3.4,0.686,0.00156
"{""68"": 1096}",46.5,3.4,0.686,0.001559
"{""68"": 1096}",46.5,3.4,0.686,0.001558
"{""68"": 1096}",46.6,3.4,0.687,0.001557
"{""68"": 1096}",46.6,3.4,0.687,0.001556
"{""68"": 1096}",46.6,3.4,0.687,0.001555
"{""68"": 1096}",46.6,3.4,0.687,0.001554
"{""68"": 1096}",46.7,3.4,0.688,0.001553
"{""68"": 1096}",46.7,3.4,0.688,0.001552
"{""68"": 1096}",46.7,3.4,0.688,0.001551
"{""68"": 1096}",46.8,3.4,0.688,0.00155
"{""68"": 1096}",46.8,3.4,0.688,0.001549
"{""68"": 1096}",46.8,3.4,0.688,0.001548
"{""68"": 1096}",46.8,3.4,0.688,0.001547
"{""68"": 1096}",46.9,3.4,0.689,0.001546
"{""68"": 1096}",46.9,3.4,0.689,0.001545
"{""68"": 1096}",46.9,3.4,0.689,0.001544
"{""68"": 1097}",47.0,3.4,0.691,0.001543
"{""68"": 1097}",47.0,3.4,0.691,0.001542
"{""68"": 1097}",47.0,3.4,0.691,0.001541
"{""68"": 1097}",47.1,3.4,0.692,0.00154
"{""68"": 1097}",47.1,3.4,0.692,0.001539
"{""68"": 1097}",47.1,3.4,0.692,0.001538
"{""68"": 1097}",47.2,3.4,0.692,0.001537
"{""68"": 1097}",47.2,3.4,0.692,0.001536
"{""68"": 1097}",47.2,3.4,0.692,0.001535
"{""68"": 1097}",47.2,3.4,0.692,0.001534
"{""68"": 1097}",47.3,3.4,0.693,0.001533
"{""68"": 1097}",47.3,3.4,0.693,0.001532
"{""68"": 1097}",47.3,3.4,0.693,0.001531
"{""68"": 1097}",47.4,3.4,0.693,0.00153
"{""68"": 1097}",47.4,3.4,0.693,0.001529
"{""68"": 1097}",47.4,3.4,0.693,0.001528
"{""68"": 1098}",47.5,3.4,0.695,0.001527
"{""68"": 1098}",47.5,3.4,0.695,0.001526
"{""68"": 1098}",47.5,3.4,0.695,0.001525
"{""68"": 1098}",47.5,3.4,0.695,0.001524
"{""68"": 1098}",47.6,3.4,0.696,0.001523
"{""68"": 1098}",47.6,3.4,0.696,0.001522
"{""68"": 1098}",47.6,3.4,0.696,0.001521
"{""68"": 1113}",47.7,3.5,0.722,0.00152
"{""68"": 1113}",47.7,3.5,0.722,0.001519
"{""68"": 1113}",47.7,3.5,0.722,0.001518
"{""68"": 1113}",47.8,3.5,0.722,0.001517
"{""68"": 1113}",47.8,3.5,0.722,0.001516
"{""68"": 1113}",47.8,3.5,0.722,0.001515
"{""68"": 1113}",47.9,3.5,0.723,0.001514
"{""68"": 1113}",47.9,3.5,0.723,0.001513
"{""68"": 1113}",47.9,3.5,0.723,0.001512
"{""68"": 1113}",47.9,3.5,0.723,0.001511
"{""68"": 1113}",48.0,3.5,0.723,0.00151
"{""68"": 1113}",48.0,3.5,0.723,0.001509
"{""68"": 1113}",48.0,3.5,0.723,0.001508
"{""68"": 1113}",48.1,3.5,0.724,0.001507
"{""68"": 1113}",48.1,3.5,0.724,0.001506
"{""68"": 1113}",48.1,3.5,0.724,0.001505
"{""68"": 1114}",48.2,3.5,0.726,0.001504
"{""68"": 1114}",48.2,3.5,0.726,0.001503
"{""68"": 1114}",48.2,3.5,0.726,0.001502
"{""68"": 1114}",48.3,3.5,0.727,0.001501
"{""68"": 1114}",48.3,3.5,0.727,0.0015
"{""68"": 1114}",48.3,3.5,0.727,0.001499
"{""68"": 1114}",48.3,3.5,0.727,0.001498
"{""68"": 1114}",48.4,3.5,0.728,0.001497
"{""68"": 1114}",48.4,3.5,0.728,0.001496
"{""68"": 1114}",48.4,3.5,0.728,0.001495
"{""68"": 1114}",48.5,3.5,0.728,0.001494
"{""68"": 1114}",48.5,3.5,0.728,0.001493
"{""68"": 1114}",48.5,3.5,0.728,0.001492
"{""68"": 1114}",48.6,3.5,0.729,0.001491
"{""68"": 1114}",48.6,3.5,0.729,0.00149
"{""68"": 1114}",48.6,3.5,0.729,0.001489
"{""68"": 1115}",48.7,3.5,0.731,0.001488
"{""68"": 1115}",48.7,3.5,0.731,0.001487
"{""68"": 1115}",48.7,3.5,0.731,0.001486
"{""68"": 1115}",48.8,3.5,0.732,0.001485
"{""68"": 1115}",48.8,3.5,0.732,0.001484
"{""68"": 1115}",48.8,3.5,0.732,0.001483
"{""68"": 1115}",48.9,3.5,0.732,0.001482
"{""68"": 1115}",48.9,3.5,0.732,0.001481
"{""68"": 1115}",48.9,3.5,0.732,0.00148
"{""68"": 1115}",49.0,3.5,0.733,0.001479
"{""68"": 1115}",49.0,3.5,0.733,0.001478
"{""68"": 1115}",49.0,3.5,0.733,0.001477
"{""68"": 1116}",49.1,3.5,0.735,0.001476
"{""68"": 1130}",49.1,3.6,0.759,0.001475
"{""68"": 1130}",49.1,3.6,0.759,0.001474
"{""68"": 1130}",49.2,3.6,0.76,0.001473
"{""68"": 1130}",49.2,3.6,0.76,0.001472
"{""68"": 1130}",49.2,3.6,0.76,0.001471
"{""68"": 1130}",49.3,3.6,0.761,0.00147
"{""68"": 1130}",49.3,3.6,0.761,0.001469
"{""68"": 1130}",49.3,3.6,0.761,0.001468
"{""68"": 1131}",49.4,3.6,0.763,0.001467
"{""68"": 1131}",49.4,3.6,0.763,0.001466
"{""68"": 1131}",49.4,3.6,0.763,0.001465
"{""68"": 1131}",49.4,3.6,0.763,0.001464
"{""68"": 1131}",49.5,3.6,0.764,0.001463
"{""68"": 1131}",49.5,3.6,0.764,0.001462
"{""68"": 1131}",49.6,3.6,0.764,0.001461
"{""68"": 1131}",49.6,3.6,0.764,0.00146
"{""68"": 1131}",49.6,3.6,0.764,0.001459
"{""68"": 1131}",49.6,3.6,0.764,0.001458
"{""68"": 1131}",49.7,3.6,0.765,0.001457
"{""68"": 1131}",49.7,3.6,0.765,0.001456
"{""68"": 1131}",49.7,3.6,0.765,0.001455
"{""68"": 1131}",49.8,3.6,0.765,0.001454
"{""68"": 1131}",49.8,3.6,0.765,0.001453
"{""68"": 1132}",49.9,3.6,0.768,0.001452
"{""68"": 1132}",49.9,3.6,0.768,0.001451
"{""68"": 1132}",49.9,3.6,0.768,0.00145
"{""68"": 1132}",50.0,3.6,0.768,0.001449
"{""68"": 1132}",50.0,3.6,0.768,0.001448
"{""68"": 1132}",50.0,3.6,0.768,0.001447
"{""68"": 1132}",50.0,3.6,0.768,0.001446
"{""68"": 1132}",50.1,3.6,0.769,0.001445
"{""68"": 1132}",50.1,3.6,0.769,0.001444
"{""68"": 1132}",50.2,3.6,0.77,0.001443
"{""68"": 1132}",50.2,3.6,0.77,0.001442
"{""68"": 1132}",50.2,3.6,0.77,0.001441
"{""68"": 1132}",50.3,3.6,0.77,0.00144
"{""68"": 1132}",50.3,3.6,0.77,0.001439
"{""68"": 1132}",50.3,3.6,0.77,0.001438
"{""68"": 1133}",50.4,3.6,0.773,0.001437
"{""68"": 1133}",50.4,3.6,0.773,0.001436
"{""68"": 1133}",50.4,3.6,0.773,0.001435
"{""68"": 1133}",50.5,3.6,0.773,0.001434
"{""68"": 1147}",50.5,3.7,0.798,0.001433
"{""68"": 1147}",50.5,3.7,0.798,0.001432
"{""68"": 1147}",50.6,3.7,0.799,0.001431
"{""68"": 1147}",50.6,3.7,0.799,0.00143
"{""68"": 1147}",50.6,3.7,0.799,0.001429
"{""68"": 1147}",50.7,3.7,0.8,0.001428
"{""68"": 1147}",50.7,3.7,0.8,0.001427
"{""68"": 1147}",50.7,3.7,0.8,0.001426
"{""68"": 1148}",50.8,3.7,0.802,0.001425
"{""68"": 1148}",50.8,3.7,0.802,0.001424
"{""68"": 1148}",50.8,3.7,0.802,0.001423
"{""68"": 1148}",50.9,3.7,0.803,0.001422
"{""68"": 1148}",50.9,3.7,0.803,0.001421
"{""68"": 1148}",50.9,3.7,0.803,0.00142
"{""68"": 1148}",51.0,3.7,0.803,0.001419
"{""68"": 1148}",51.0,3.7,0.803,0.001418
"{""68"": 1148}",51.1,3.7,0.804,0.001417
"{""68"": 1148}",51.1,3.7,0.804,0.001416
"{""68"": 1148}",51.1,3.7,0.804,0.001415
"{""68"": 1148}",51.2,3.7,0.805,0.001414
"{""68"": 1148}",51.2,3.7,0.805,0.001413
"{""68"": 1148}",51.2,3.7,0.805,0.001412
"{""68"": 1149}",51.3,3.7,0.807,0.001411
"{""68"": 1149}",51.3,3.7,0.807,0.00141
"{""68"": 1149}",51.3,3.7,0.807,0.001409
"{""68"": 1149}",51.4,3.7,0.808,0.001408
"{""68"": 1149}",51.4,3.7,0.808,0.001407
"{""68"": 1149}",51.4,3.7,0.808,0.001406
"{""68"": 1149}",51.5,3.7,0.808,0.001405
"{""68"": 1149}",51.5,3.7,0.808,0.001404
"{""68"": 1149}",51.6,3.7,0.809,0.001403
"{""68"": 1149}",51.6,3.7,0.809,0.001402
"{""68"": 1149}",51.6,3.7,0.809,0.001401
"{""68"": 1150}",51.7,3.7,0.811,0.0014
"{""68"": 1150}",51.7,3.7,0.811,0.001399
