pump_combination,flow,prevalence,power,target_k
"{""67"": 1557}",88.2,6.3,2.214,0.000808
"{""67"": 1558}",88.3,6.3,2.219,0.000807
"{""67"": 1558}",88.4,6.3,2.22,0.000806
"{""67"": 1558}",88.5,6.3,2.221,0.000805
"{""67"": 1559}",88.6,6.3,2.226,0.000804
"{""67"": 1559}",88.7,6.3,2.227,0.000803
"{""67"": 1559}",88.8,6.3,2.228,0.000802
"{""67"": 1560}",88.9,6.3,2.232,0.000801
"{""67"": 1560}",89.0,6.3,2.233,0.0008
"{""67"": 1560}",89.1,6.3,2.234,0.000799
"{""67"": 1571}",89.2,6.4,2.277,0.000798
"{""67"": 1571}",89.4,6.4,2.279,0.000797
"{""67"": 1572}",89.5,6.4,2.283,0.000796
"{""67"": 1572}",89.6,6.4,2.284,0.000795
"{""67"": 1572}",89.7,6.4,2.285,0.000794
"{""67"": 1573}",89.8,6.4,2.29,0.000793
"{""67"": 1573}",89.9,6.4,2.291,0.000792
"{""67"": 1573}",90.0,6.4,2.292,0.000791
"{""67"": 1574}",90.1,6.4,2.297,0.00079
"{""67"": 1574}",90.2,6.4,2.298,0.000789
"{""67"": 1574}",90.3,6.4,2.299,0.000788
"{""67"": 1575}",90.5,6.4,2.305,0.000787
"{""67"": 1575}",90.5,6.4,2.305,0.000786
"{""67"": 1586}",90.7,6.5,2.349,0.000785
"{""67"": 1586}",90.8,6.5,2.35,0.000784
"{""67"": 1586}",90.9,6.5,2.351,0.000783
"{""67"": 1587}",91.0,6.5,2.356,0.000782
"{""67"": 1587}",91.1,6.5,2.357,0.000781
"{""67"": 1587}",91.2,6.5,2.358,0.00078
"{""67"": 1588}",91.3,6.5,2.363,0.000779
"{""67"": 1588}",91.5,6.5,2.365,0.000778
"{""67"": 1589}",91.6,6.5,2.37,0.000777
"{""67"": 1589}",91.7,6.5,2.371,0.000776
"{""67"": 1590}",91.8,6.5,2.375,0.000775
"{""67"": 1590}",91.9,6.5,2.376,0.000774
"{""67"": 1590}",92.0,6.5,2.377,0.000773
"{""67"": 1600}",92.1,6.6,2.418,0.000772
"{""67"": 1601}",92.2,6.6,2.423,0.000771
"{""67"": 1601}",92.4,6.6,2.425,0.00077
"{""67"": 1602}",92.5,6.6,2.43,0.000769
"{""67"": 1602}",92.6,6.6,2.431,0.000768
"{""67"": 1602}",92.7,6.6,2.432,0.000767
"{""67"": 1603}",92.8,6.6,2.437,0.000766
"{""67"": 1603}",93.0,6.6,2.439,0.000765
"{""67"": 1604}",93.1,6.6,2.444,0.000764
"{""67"": 1604}",93.2,6.6,2.445,0.000763
"{""67"": 1605}",93.3,6.6,2.45,0.000762
"{""67"": 1605}",93.4,6.6,2.451,0.000761
"{""67"": 1605}",93.5,6.6,2.452,0.00076
"{""67"": 1616}",93.7,6.7,2.498,0.000759
"{""67"": 1616}",93.8,6.7,2.499,0.000758
"{""67"": 1616}",93.9,6.7,2.5,0.000757
"{""67"": 1617}",94.0,6.7,2.505,0.000756
"{""67"": 1617}",94.1,6.7,2.506,0.000755
"{""67"": 1618}",94.3,6.7,2.512,0.000754
"{""67"": 1618}",94.4,6.7,2.513,0.000753
"{""67"": 1618}",94.5,6.7,2.514,0.000752
"{""67"": 1619}",94.6,6.7,2.519,0.000751
"{""67"": 1619}",94.7,6.7,2.52,0.00075
"{""67"": 1620}",94.9,6.7,2.526,0.000749
"{""67"": 1620}",95.0,6.7,2.527,0.000748
"{""67"": 1630}",95.1,6.8,2.569,0.000747
"{""67"": 1630}",95.2,6.8,2.57,0.000746
"{""67"": 1631}",95.3,6.8,2.576,0.000745
"{""67"": 1631}",95.5,6.8,2.578,0.000744
"{""67"": 1632}",95.6,6.8,2.583,0.000743
"{""67"": 1632}",95.7,6.8,2.584,0.000742
"{""67"": 1633}",95.8,6.8,2.589,0.000741
"{""67"": 1633}",96.0,6.8,2.591,0.00074
"{""67"": 1634}",96.1,6.8,2.596,0.000739
"{""67"": 1634}",96.2,6.8,2.597,0.000738
"{""67"": 1634}",96.3,6.8,2.598,0.000737
"{""67"": 1635}",96.4,6.8,2.603,0.000736
"{""67"": 1645}",96.6,6.9,2.647,0.000735
"{""67"": 1645}",96.7,6.9,2.648,0.000734
"{""67"": 1646}",96.9,6.9,2.655,0.000733
"{""67"": 1646}",97.0,6.9,2.656,0.000732
"{""67"": 1647}",97.1,6.9,2.661,0.000731
"{""67"": 1647}",97.2,6.9,2.662,0.00073
"{""67"": 1648}",97.4,6.9,2.668,0.000729
"{""67"": 1648}",97.5,6.9,2.669,0.000728
"{""67"": 1649}",97.6,6.9,2.675,0.000727
"{""67"": 1649}",97.7,6.9,2.676,0.000726
"{""67"": 1650}",97.9,6.9,2.682,0.000725
"{""67"": 1659}",98.0,7.0,2.722,0.000724
"{""67"": 1660}",98.1,7.0,2.727,0.000723
"{""67"": 1660}",98.3,7.0,2.729,0.000722
"{""67"": 1661}",98.4,7.0,2.734,0.000721
"{""67"": 1661}",98.5,7.0,2.735,0.00072
"{""67"": 1662}",98.7,7.0,2.742,0.000719
"{""67"": 1662}",98.8,7.0,2.743,0.000718
"{""67"": 1663}",98.9,7.0,2.748,0.000717
"{""67"": 1663}",99.0,7.0,2.749,0.000716
"{""67"": 1664}",99.2,7.0,2.755,0.000715
"{""67"": 1664}",99.3,7.0,2.756,0.000714
"{""67"": 1674}",99.5,7.1,2.802,0.000713
"{""67"": 1674}",99.6,7.1,2.803,0.000712
"{""67"": 1675}",99.7,7.1,2.809,0.000711
"{""67"": 1675}",99.8,7.1,2.81,0.00071
"{""67"": 1676}",100.0,7.1,2.816,0.000709
"{""67"": 1676}",100.1,7.1,2.817,0.000708
"{""67"": 1677}",100.3,7.1,2.824,0.000707
"{""67"": 1677}",100.4,7.1,2.825,0.000706
"{""67"": 1678}",100.5,7.1,2.83,0.000705
"{""67"": 1679}",100.7,7.1,2.837,0.000704
"{""67"": 1679}",100.8,7.1,2.838,0.000703
"{""67"": 1688}",100.9,7.2,2.879,0.000702
"{""67"": 1689}",101.1,7.2,2.886,0.000701
"{""67"": 1690}",101.2,7.2,2.891,0.0007
"{""67"": 1690}",101.4,7.2,2.893,0.000699
"{""67"": 1691}",101.5,7.2,2.899,0.000698
"{""67"": 1691}",101.6,7.2,2.9,0.000697
"{""67"": 1692}",101.8,7.2,2.906,0.000696
"{""67"": 1692}",101.9,7.2,2.907,0.000695
"{""67"": 1693}",102.1,7.2,2.914,0.000694
"{""67"": 1693}",102.2,7.2,2.915,0.000693
"{""67"": 1694}",102.3,7.2,2.921,0.000692
"{""67"": 1704}",102.5,7.3,2.968,0.000691
"{""67"": 1704}",102.6,7.3,2.969,0.00069
"{""67"": 1705}",102.8,7.3,2.976,0.000689
"{""67"": 1705}",102.9,7.3,2.977,0.000688
"{""67"": 1706}",103.1,7.3,2.984,0.000687
"{""67"": 1706}",103.2,7.3,2.985,0.000686
"{""67"": 1707}",103.3,7.3,2.991,0.000685
"{""67"": 1707}",103.5,7.3,2.993,0.000684
"{""67"": 1708}",103.6,7.3,2.998,0.000683
"{""67"": 1709}",103.8,7.3,3.005,0.000682
"{""67"": 1718}",103.9,7.4,3.048,0.000681
"{""67"": 1719}",104.1,7.4,3.055,0.00068
"{""67"": 1719}",104.2,7.4,3.056,0.000679
"{""67"": 1720}",104.4,7.4,3.063,0.000678
"{""67"": 1720}",104.5,7.4,3.064,0.000677
"{""67"": 1721}",104.6,7.4,3.069,0.000676
"{""67"": 1721}",104.8,7.4,3.071,0.000675
"{""67"": 1722}",105.0,7.4,3.078,0.000674
"{""67"": 1722}",105.1,7.4,3.079,0.000673
"{""67"": 1723}",105.2,7.4,3.085,0.000672
"{""67"": 1733}",105.4,7.5,3.135,0.000671
"{""67"": 1733}",105.5,7.5,3.136,0.00067
"{""67"": 1734}",105.7,7.5,3.143,0.000669
"{""67"": 1734}",105.9,7.5,3.145,0.000668
"{""67"": 1735}",106.0,7.5,3.151,0.000667
"{""67"": 1736}",106.2,7.5,3.157,0.000666
"{""67"": 1736}",106.3,7.5,3.158,0.000665
"{""67"": 1737}",106.5,7.5,3.165,0.000664
"{""67"": 1737}",106.6,7.5,3.166,0.000663
"{""67"": 1738}",106.8,7.5,3.173,0.000662
"{""67"": 1747}",106.9,7.6,3.218,0.000661
"{""67"": 1748}",107.1,7.6,3.225,0.00066
"{""67"": 1749}",107.3,7.6,3.232,0.000659
"{""67"": 1749}",107.4,7.6,3.233,0.000658
"{""67"": 1750}",107.6,7.6,3.24,0.000657
"{""67"": 1750}",107.7,7.6,3.241,0.000656
"{""67"": 1751}",107.9,7.6,3.248,0.000655
"{""67"": 1751}",108.0,7.6,3.249,0.000654
"{""67"": 1752}",108.2,7.6,3.256,0.000653
"{""67"": 1761}",108.3,7.7,3.302,0.000652
"{""67"": 1762}",108.5,7.7,3.309,0.000651
"{""67"": 1763}",108.6,7.7,3.315,0.00065
"{""67"": 1763}",108.8,7.7,3.317,0.000649
"{""67"": 1764}",109.0,7.7,3.324,0.000648
"{""67"": 1765}",109.1,7.7,3.33,0.000647
"{""67"": 1765}",109.3,7.7,3.332,0.000646
"{""67"": 1766}",109.5,7.7,3.339,0.000645
"{""67"": 1767}",109.6,7.7,3.345,0.000644
"{""67"": 1776}",109.8,7.8,3.393,0.000643
"{""67"": 1776}",109.9,7.8,3.394,0.000642
"{""67"": 1777}",110.1,7.8,3.401,0.000641
"{""67"": 1778}",110.3,7.8,3.408,0.00064
"{""67"": 1778}",110.4,7.8,3.409,0.000639
"{""67"": 1779}",110.6,7.8,3.417,0.000638
"{""67"": 1780}",110.8,7.8,3.424,0.000637
"{""67"": 1780}",110.9,7.8,3.425,0.000636
"{""67"": 1781}",111.1,7.8,3.432,0.000635
"{""67"": 1790}",111.3,7.9,3.481,0.000634
"{""67"": 1791}",111.4,7.9,3.487,0.000633
"{""67"": 1792}",111.6,7.9,3.494,0.000632
"{""67"": 1793}",111.8,7.9,3.501,0.000631
"{""67"": 1793}",111.9,7.9,3.502,0.00063
"{""67"": 1794}",112.1,7.9,3.51,0.000629
"{""67"": 1795}",112.3,7.9,3.517,0.000628
"{""67"": 1795}",112.5,7.9,3.519,0.000627
"{""67"": 1796}",112.6,7.9,3.525,0.000626
"{""67"": 1805}",112.8,8.0,3.575,0.000625
"{""67"": 1806}",113.0,8.0,3.582,0.000624
"{""67"": 1806}",113.1,8.0,3.583,0.000623
"{""67"": 1807}",113.3,8.0,3.591,0.000622
"{""67"": 1808}",113.5,8.0,3.598,0.000621
"{""67"": 1808}",113.6,8.0,3.599,0.00062
"{""67"": 1809}",113.8,8.0,3.606,0.000619
"{""67"": 1810}",114.0,8.0,3.614,0.000618
"{""67"": 1811}",114.2,8.0,3.621,0.000617
"{""67"": 1820}",114.3,8.1,3.67,0.000616
"{""67"": 1820}",114.5,8.1,3.673,0.000615
"{""67"": 1821}",114.7,8.1,3.68,0.000614
"{""67"": 1822}",114.9,8.1,3.688,0.000613
"{""67"": 1823}",115.1,8.1,3.695,0.000612
"{""67"": 1823}",115.2,8.1,3.696,0.000611
"{""67"": 1824}",115.4,8.1,3.704,0.00061
"{""67"": 1825}",115.6,8.1,3.711,0.000609
"{""67"": 1834}",115.8,8.2,3.762,0.000608
"{""67"": 1835}",116.0,8.2,3.77,0.000607
"{""67"": 1836}",116.2,8.2,3.778,0.000606
"{""67"": 1837}",116.4,8.2,3.785,0.000605
"{""67"": 1837}",116.5,8.2,3.786,0.000604
"{""67"": 1838}",116.7,8.2,3.794,0.000603
"{""67"": 1839}",116.9,8.2,3.801,0.000602
"{""67"": 1839}",117.1,8.2,3.803,0.000601
"{""67"": 1848}",117.2,8.3,3.855,0.0006
"{""67"": 1849}",117.5,8.3,3.863,0.000599
"{""67"": 1850}",117.6,8.3,3.87,0.000598
"{""67"": 1851}",117.8,8.3,3.878,0.000597
"{""67"": 1851}",118.0,8.3,3.88,0.000596
"{""67"": 1852}",118.2,8.3,3.887,0.000595
"{""67"": 1853}",118.4,8.3,3.895,0.000594
"{""67"": 1854}",118.6,8.3,3.903,0.000593
"{""67"": 1863}",118.8,8.4,3.956,0.000592
"{""67"": 1864}",119.0,8.4,3.964,0.000591
"{""67"": 1864}",119.1,8.4,3.965,0.00059
"{""67"": 1865}",119.3,8.4,3.973,0.000589
"{""67"": 1866}",119.5,8.4,3.98,0.000588
"{""67"": 1867}",119.7,8.4,3.988,0.000587
"{""67"": 1868}",119.9,8.4,3.996,0.000586
"{""67"": 1868}",120.1,8.4,3.998,0.000585
"{""67"": 1877}",120.3,8.5,4.052,0.000584
"{""67"": 1878}",120.5,8.5,4.06,0.000583
"{""67"": 1879}",120.7,8.5,4.068,0.000582
"{""67"": 1880}",120.9,8.5,4.076,0.000581
"{""67"": 1881}",121.1,8.5,4.084,0.00058
"{""67"": 1882}",121.3,8.5,4.092,0.000579
"{""67"": 1883}",121.5,8.5,4.1,0.000578
"{""67"": 1883}",121.7,8.5,4.102,0.000577
"{""67"": 1892}",121.9,8.6,4.157,0.000576
"{""67"": 1893}",122.1,8.6,4.165,0.000575
"{""67"": 1894}",122.3,8.6,4.173,0.000574
"{""67"": 1895}",122.5,8.6,4.181,0.000573
"{""67"": 1896}",122.7,8.6,4.189,0.000572
"{""67"": 1897}",122.9,8.6,4.197,0.000571
"{""67"": 1897}",123.1,8.6,4.199,0.00057
"{""67"": 1906}",123.3,8.7,4.255,0.000569
"{""67"": 1907}",123.5,8.7,4.263,0.000568
"{""67"": 1908}",123.7,8.7,4.271,0.000567
"{""67"": 1909}",123.9,8.7,4.279,0.000566
"{""67"": 1910}",124.1,8.7,4.287,0.000565
"{""67"": 1911}",124.3,8.7,4.296,0.000564
"{""67"": 1912}",124.6,8.7,4.305,0.000563
"{""67"": 1920}",124.7,8.8,4.355,0.000562
"{""67"": 1921}",125.0,8.8,4.364,0.000561
"{""67"": 1922}",125.2,8.8,4.372,0.00056
"{""67"": 1923}",125.4,8.8,4.38,0.000559
"{""67"": 1924}",125.6,8.8,4.388,0.000558
"{""67"": 1925}",125.8,8.8,4.397,0.000557
"{""67"": 1926}",126.0,8.8,4.405,0.000556
"{""67"": 1935}",126.3,8.9,4.464,0.000555
"{""67"": 1935}",126.4,8.9,4.465,0.000554
"{""67"": 1937}",126.7,8.9,4.481,0.000553
"{""67"": 1938}",126.9,8.9,4.489,0.000552
"{""67"": 1938}",127.1,8.9,4.491,0.000551
"{""67"": 1939}",127.3,8.9,4.499,0.00055
"{""67"": 1941}",127.6,8.9,4.515,0.000549
"{""67"": 1942}",127.8,8.9,4.523,0.000548
"{""67"": 1950}",128.0,9.0,4.576,0.000547
"{""67"": 1951}",128.2,9.0,4.584,0.000546
"{""67"": 1952}",128.4,9.0,4.593,0.000545
"{""67"": 1953}",128.7,9.0,4.602,0.000544
"{""67"": 1954}",128.9,9.0,4.611,0.000543
"{""67"": 1955}",129.1,9.0,4.619,0.000542
"{""67"": 1964}",129.3,9.1,4.679,0.000541
"{""67"": 1964}",129.5,9.1,4.681,0.00054
"{""67"": 1966}",129.8,9.1,4.697,0.000539
"{""67"": 1967}",130.0,9.1,4.706,0.000538
"{""67"": 1968}",130.2,9.1,4.714,0.000537
"{""67"": 1969}",130.5,9.1,4.724,0.000536
"{""67"": 1970}",130.7,9.1,4.733,0.000535
"{""67"": 1978}",130.9,9.2,4.787,0.000534
"{""67"": 1980}",131.2,9.2,4.803,0.000533
"{""67"": 1981}",131.4,9.2,4.812,0.000532
"{""67"": 1982}",131.6,9.2,4.821,0.000531
"{""67"": 1982}",131.8,9.2,4.823,0.00053
"{""67"": 1984}",132.1,9.2,4.839,0.000529
"{""67"": 1985}",132.3,9.2,4.848,0.000528
"{""67"": 1994}",132.6,9.3,4.911,0.000527
"{""67"": 1994}",132.8,9.3,4.913,0.000526
"{""67"": 1995}",133.0,9.3,4.921,0.000525
"{""67"": 1997}",133.3,9.3,4.938,0.000524
"{""67"": 1998}",133.5,9.3,4.947,0.000523
"{""67"": 1999}",133.8,9.3,4.956,0.000522
"{""67"": 2007}",134.0,9.4,5.013,0.000521
"{""67"": 2008}",134.2,9.4,5.022,0.00052
"{""67"": 2010}",134.5,9.4,5.038,0.000519
"{""67"": 2011}",134.7,9.4,5.047,0.000518
"{""67"": 2012}",135.0,9.4,5.057,0.000517
"{""67"": 2013}",135.2,9.4,5.066,0.000516
"{""67"": 2022}",135.5,9.5,5.131,0.000515
"{""67"": 2023}",135.7,9.5,5.14,0.000514
"{""67"": 2024}",136.0,9.5,5.15,0.000513
"{""67"": 2025}",136.2,9.5,5.159,0.000512
"{""67"": 2026}",136.5,9.5,5.169,0.000511
"{""67"": 2027}",136.7,9.5,5.178,0.00051
"{""67"": 2035}",136.9,9.6,5.236,0.000509
"{""67"": 2037}",137.2,9.6,5.253,0.000508
"{""67"": 2038}",137.5,9.6,5.263,0.000507
"{""67"": 2039}",137.7,9.6,5.272,0.000506
"{""67"": 2041}",138.0,9.6,5.29,0.000505
"{""67"": 2042}",138.2,9.6,5.299,0.000504
"{""67"": 2050}",138.5,9.7,5.359,0.000503
"{""67"": 2051}",138.7,9.7,5.368,0.000502
"{""67"": 2053}",139.0,9.7,5.385,0.000501
"{""67"": 2054}",139.3,9.7,5.395,0.0005
"{""67"": 2055}",139.6,9.7,5.406,0.000499
"{""67"": 2056}",139.8,9.7,5.415,0.000498
"{""67"": 2065}",140.1,9.8,5.483,0.000497
"{""67"": 2066}",140.3,9.8,5.492,0.000496
"{""67"": 2067}",140.6,9.8,5.503,0.000495
"{""67"": 2069}",140.9,9.8,5.52,0.000494
"{""67"": 2070}",141.2,9.8,5.531,0.000493
"{""67"": 2071}",141.4,9.8,5.54,0.000492
"{""67"": 2080}",141.7,9.9,5.609,0.000491
"{""67"": 2081}",142.0,9.9,5.62,0.00049
"{""67"": 2082}",142.2,9.9,5.629,0.000489
"{""67"": 2083}",142.5,9.9,5.639,0.000488
"{""67"": 2085}",142.8,9.9,5.657,0.000487
"{""67"": 2086}",143.0,9.9,5.667,0.000486
"{""67"": 2094}",143.3,10.0,5.73,0.000485
"{""67"": 2096}",143.6,10.0,5.748,0.000484
"{""67"": 2097}",143.9,10.0,5.758,0.000483
"{""67"": 2098}",144.1,10.0,5.768,0.000482
"{""67"": 2100}",144.4,10.0,5.786,0.000481
"{""67"": 2108}",144.7,10.1,5.85,0.00048
"{""67"": 2109}",145.0,10.1,5.86,0.000479
"{""67"": 2111}",145.3,10.1,5.879,0.000478
"{""67"": 2112}",145.6,10.1,5.889,0.000477
"{""67"": 2113}",145.8,10.1,5.899,0.000476
"{""67"": 2122}",146.2,10.2,5.972,0.000475
"{""67"": 2123}",146.4,10.2,5.982,0.000474
"{""67"": 2125}",146.7,10.2,6.001,0.000473
"{""67"": 2126}",147.0,10.2,6.011,0.000472
"{""67"": 2128}",147.3,10.2,6.03,0.000471
"{""67"": 2129}",147.6,10.2,6.041,0.00047
"{""67"": 2137}",147.9,10.3,6.106,0.000469
"{""67"": 2138}",148.1,10.3,6.116,0.000468
"{""67"": 2140}",148.5,10.3,6.136,0.000467
"{""67"": 2141}",148.7,10.3,6.146,0.000466
"{""67"": 2143}",149.1,10.3,6.166,0.000465
"{""67"": 2151}",149.3,10.4,6.231,0.000464
"{""67"": 2153}",149.7,10.4,6.251,0.000463
"{""67"": 2155}",150.0,10.4,6.27,0.000462
"{""67"": 2156}",150.3,10.4,6.281,0.000461
"{""67"": 2157}",150.5,10.4,6.291,0.00046
"{""67"": 2166}",150.9,10.5,6.368,0.000459
"{""67"": 2167}",151.2,10.5,6.379,0.000458
"{""67"": 2169}",151.5,10.5,6.398,0.000457
"{""67"": 2170}",151.8,10.5,6.409,0.000456
"{""67"": 2172}",152.1,10.5,6.429,0.000455
"{""67"": 2180}",152.4,10.6,6.497,0.000454
"{""67"": 2181}",152.7,10.6,6.509,0.000453
"{""67"": 2183}",153.0,10.6,6.528,0.000452
"{""67"": 2185}",153.4,10.6,6.548,0.000451
"{""67"": 2186}",153.7,10.6,6.56,0.00045
"{""67"": 2195}",154.0,10.7,6.638,0.000449
"{""67"": 2196}",154.3,10.7,6.649,0.000448
"{""67"": 2198}",154.6,10.7,6.669,0.000447
"{""67"": 2199}",154.9,10.7,6.68,0.000446
"{""67"": 2201}",155.3,10.7,6.701,0.000445
"{""67"": 2209}",155.6,10.8,6.772,0.000444
"{""67"": 2211}",155.9,10.8,6.791,0.000443
"{""67"": 2212}",156.2,10.8,6.803,0.000442
"{""67"": 2214}",156.6,10.8,6.824,0.000441
"{""67"": 2216}",156.9,10.8,6.844,0.00044
"{""67"": 2224}",157.3,10.9,6.916,0.000439
"{""67"": 2226}",157.6,10.9,6.937,0.000438
"{""67"": 2227}",157.9,10.9,6.948,0.000437
"{""67"": 2229}",158.2,10.9,6.968,0.000436
"{""67"": 2231}",158.6,10.9,6.989,0.000435
"{""67"": 2239}",158.9,11.0,7.062,0.000434
"{""67"": 2241}",159.3,11.0,7.084,0.000433
"{""67"": 2243}",159.6,11.0,7.104,0.000432
"{""67"": 2245}",160.0,11.0,7.125,0.000431
"{""67"": 2253}",160.3,11.1,7.199,0.00043
"{""67"": 2254}",160.6,11.1,7.211,0.000429
"{""67"": 2256}",161.0,11.1,7.233,0.000428
"{""67"": 2258}",161.3,11.1,7.253,0.000427
"{""67"": 2260}",161.7,11.1,7.275,0.000426
"{""67"": 2268}",162.1,11.2,7.351,0.000425
"{""67"": 2270}",162.4,11.2,7.372,0.000424
"{""67"": 2272}",162.8,11.2,7.394,0.000423
"{""67"": 2273}",163.1,11.2,7.405,0.000422
"{""67"": 2282}",163.5,11.3,7.492,0.000421
"{""67"": 2283}",163.8,11.3,7.503,0.00042
"{""67"": 2285}",164.2,11.3,7.526,0.000419
"{""67"": 2287}",164.5,11.3,7.547,0.000418
"{""67"": 2289}",164.9,11.3,7.569,0.000417
"{""67"": 2297}",165.2,11.4,7.646,0.000416
"{""67"": 2299}",165.6,11.4,7.668,0.000415
"{""67"": 2301}",166.0,11.4,7.691,0.000414
"{""67"": 2303}",166.4,11.4,7.713,0.000413
"{""67"": 2311}",166.7,11.5,7.791,0.000412
"{""67"": 2314}",167.2,11.5,7.824,0.000411
"{""67"": 2315}",167.5,11.5,7.836,0.00041
"{""67"": 2317}",167.9,11.5,7.859,0.000409
"{""67"": 2325}",168.2,11.6,7.938,0.000408
"{""67"": 2328}",168.7,11.6,7.971,0.000407
"{""67"": 2329}",169.0,11.6,7.983,0.000406
"{""67"": 2331}",169.4,11.6,8.006,0.000405
"{""67"": 2340}",169.8,11.7,8.097,0.000404
"{""67"": 2342}",170.2,11.7,8.12,0.000403
"{""67"": 2343}",170.5,11.7,8.133,0.000402
"{""67"": 2346}",171.0,11.7,8.166,0.000401
"{""67"": 2354}",171.3,11.8,8.248,0.0004
"{""67"": 2356}",171.7,11.8,8.271,0.000399
"{""67"": 2358}",172.1,11.8,8.294,0.000398
"{""67"": 2360}",172.5,11.8,8.317,0.000397
"{""67"": 2368}",172.9,11.9,8.401,0.000396
"{""67"": 2371}",173.4,11.9,8.435,0.000395
"{""67"": 2373}",173.7,11.9,8.458,0.000394
"{""67"": 2375}",174.2,11.9,8.482,0.000393
"{""67"": 2383}",174.5,12.0,8.566,0.000392
"{""67"": 2386}",175.0,12.0,8.601,0.000391
"{""67"": 2387}",175.3,12.0,8.613,0.00039
"{""67"": 2390}",175.8,12.0,8.648,0.000389
"{""67"": 2398}",176.2,12.1,8.734,0.000388
"{""67"": 2400}",176.6,12.1,8.758,0.000387
"{""67"": 2402}",177.0,12.1,8.782,0.000386
"{""67"": 2405}",177.5,12.1,8.817,0.000385
"{""67"": 2413}",177.8,12.2,8.903,0.000384
"{""67"": 2415}",178.3,12.2,8.928,0.000383
"{""67"": 2418}",178.7,12.2,8.963,0.000382
"{""67"": 2420}",179.2,12.2,8.988,0.000381
"{""67"": 2428}",179.6,12.3,9.076,0.00038
"{""67"": 2431}",180.0,12.3,9.111,0.000379
"{""67"": 2433}",180.4,12.3,9.136,0.000378
"{""67"": 2435}",180.9,12.3,9.161,0.000377
"{""67"": 2444}",181.3,12.4,9.261,0.000376
"{""67"": 2446}",181.8,12.4,9.287,0.000375
"{""67"": 2448}",182.2,12.4,9.311,0.000374
"{""67"": 2456}",182.6,12.5,9.401,0.000373
"{""67"": 2459}",183.1,12.5,9.438,0.000372
"{""67"": 2462}",183.6,12.5,9.475,0.000371
"{""67"": 2464}",183.9,12.5,9.499,0.00037
"{""67"": 2473}",184.5,12.6,9.603,0.000369
"{""67"": 2475}",184.9,12.6,9.629,0.000368
"{""67"": 2478}",185.4,12.6,9.666,0.000367
"{""67"": 2480}",185.8,12.6,9.691,0.000366
"{""67"": 2488}",186.3,12.7,9.785,0.000365
"{""67"": 2491}",186.7,12.7,9.822,0.000364
"{""67"": 2493}",187.2,12.7,9.848,0.000363
"{""67"": 2502}",187.7,12.8,9.954,0.000362
"{""67"": 2505}",188.2,12.8,9.992,0.000361
"{""67"": 2507}",188.6,12.8,10.018,0.00036
"{""67"": 2510}",189.1,12.8,10.056,0.000359
"{""67"": 2518}",189.5,12.9,10.151,0.000358
"{""67"": 2521}",190.1,12.9,10.19,0.000357
"{""67"": 2523}",190.5,12.9,10.216,0.000356
"{""67"": 2532}",191.0,13.0,10.325,0.000355
"{""67"": 2534}",191.5,13.0,10.352,0.000354
"{""67"": 2537}",192.0,13.0,10.391,0.000353
"{""67"": 2546}",192.5,13.1,10.5,0.000352
"{""67"": 2549}",193.0,13.1,10.54,0.000351
"{""67"": 2555}",193.5,13.1,10.615,0.00035
"{""67"": 2562}",194.0,13.2,10.702,0.000349
"{""68"": 750}",20.8,1.6,0.193,0.003523
"{""68"": 750}",20.8,1.6,0.193,0.003522
"{""68"": 750}",20.8,1.6,0.193,0.003521
"{""68"": 750}",20.9,1.6,0.193,0.003508
"{""68"": 750}",20.9,1.6,0.193,0.003507
"{""68"": 750}",20.9,1.6,0.193,0.003506
"{""68"": 750}",20.9,1.6,0.193,0.003505
"{""68"": 750}",21.0,1.6,0.193,0.003496
"{""68"": 750}",21.0,1.6,0.193,0.003495
"{""68"": 750}",21.0,1.6,0.193,0.003494
"{""68"": 750}",21.0,1.6,0.193,0.003493
"{""68"": 750}",21.0,1.6,0.193,0.003492
"{""68"": 750}",21.0,1.6,0.193,0.003491
"{""68"": 750}",21.0,1.6,0.193,0.00349
"{""68"": 750}",21.0,1.6,0.193,0.003489
"{""68"": 750}",21.0,1.6,0.193,0.003488
"{""68"": 750}",21.0,1.6,0.193,0.003487
"{""68"": 750}",21.0,1.6,0.193,0.003486
"{""68"": 750}",21.0,1.6,0.193,0.003485
"{""68"": 750}",21.0,1.6,0.193,0.003484
"{""68"": 750}",21.1,1.6,0.194,0.003478
"{""68"": 750}",21.1,1.6,0.194,0.003477
"{""68"": 750}",21.1,1.6,0.194,0.003476
"{""68"": 750}",21.1,1.6,0.194,0.003475
"{""68"": 750}",21.1,1.6,0.194,0.003474
"{""68"": 750}",21.1,1.6,0.194,0.003473
"{""68"": 750}",21.1,1.6,0.194,0.003472
"{""68"": 750}",21.1,1.6,0.194,0.003471
"{""68"": 750}",21.1,1.6,0.194,0.00347
"{""68"": 750}",21.1,1.6,0.194,0.003469
"{""68"": 750}",21.1,1.6,0.194,0.003468
"{""68"": 750}",21.1,1.6,0.194,0.003467
"{""68"": 750}",21.1,1.6,0.194,0.003466
"{""68"": 750}",21.1,1.6,0.194,0.003465
"{""68"": 750}",21.1,1.6,0.194,0.003464
"{""68"": 750}",21.2,1.6,0.194,0.003463
"{""68"": 750}",21.2,1.6,0.194,0.003462
"{""68"": 750}",21.2,1.6,0.194,0.003461
"{""68"": 750}",21.2,1.6,0.194,0.00346
"{""68"": 750}",21.2,1.6,0.194,0.003459
